platform,title,url,author,description,published_at,likes,comments,collects,shares
douyin,什么样的人适合学AI编程？AI编程究竟要学啥？ 一条视频给你讲清。#刘小排 #AI编程 #AI #vibecoding #AI创业,https://www.douyin.com/video/7641926651646889262,刘小排,01:14 111 什么样的人适合学AI编程？AI编程究竟要学啥？ 一条视频给你讲清。#刘小排 #AI编程 #AI #vibecoding #AI创业 @刘小排 3周前,2026-05-25,111,,,
douyin,腾讯高管说今年大部分代码AI写的，程序员还有必要读大学吗 腾讯高管说今年大部分代码AI写的，程序员还有必要读大学吗 #AI写代码 #程序员失业 #腾讯 #计算机专业 #职场,https://www.douyin.com/video/7650446503412075802,爆漫大团子,合集 03:38 23 腾讯高管说今年大部分代码AI写的，程序员还有必要读大学吗 腾讯高管说今年大部分代码AI写的，程序员还有必要读大学吗 #AI写代码 #程序员失业 #腾讯 #计算机专业 #职场 @爆漫大团子 2天前,2026-06-13,23,,,
douyin,AI编程超越人类，程序员最危险的时刻到了？ #大有学问 #AI编程 #职场竞争力 #AI #大模型,https://www.douyin.com/video/7649662276072410414,李开复,合集 02:10 625 AI编程超越人类，程序员最危险的时刻到了？ #大有学问 #AI编程 #职场竞争力 #AI #大模型 @李开复 5天前,2026-06-10,625,,,
douyin,Ai都能写c了，嵌入式还学吗？ #真实生活分享计划 #c语言#嵌入式开发#stm32 #ai写代码,https://www.douyin.com/video/7647515785434246129,车软开发王老师,合集 01:52 80 Ai都能写c了，嵌入式还学吗？ #真实生活分享计划 #c语言#嵌入式开发#stm32 #ai写代码 @车软开发王老师 1周前,2026-06-08,80,,,
douyin,耗时十月，黑客松冠军憋出王炸！完整 AI 编程系统直接开源 #AI #编程 #GitHub #黑客松 #开源项目,https://www.douyin.com/video/7650061667409104182,吉时AI前沿社,00:41 228 耗时十月，黑客松冠军憋出王炸！完整 AI 编程系统直接开源 #AI #编程 #GitHub #黑客松 #开源项目 @吉时AI前沿社 1天前,2026-06-14,228,,,
douyin,简单说下Ai写代码的大概过程#每天让ai实现一个小需求 #ai写代码#esp32#单片机,https://www.douyin.com/video/7647215253302896847,AI造物君,03:05 525 简单说下Ai写代码的大概过程#每天让ai实现一个小需求 #ai写代码#esp32#单片机 @AI造物君 1周前,2026-06-08,525,,,
douyin,AI编程最大的坑，就是把所有问题当提示词问题 #AI #编程 #GitHub #提示词 #AI编程,https://www.douyin.com/video/7646636676562865408,吉时AI前沿社,01:46 10 AI编程最大的坑，就是把所有问题当提示词问题 #AI #编程 #GitHub #提示词 #AI编程 @吉时AI前沿社 1周前,2026-06-08,10,,,
douyin,我用AI开发出了人生第一个程序 ##vibecoding大赏 #vibecoding #AI开发 #AI编程 #AI工具,https://www.douyin.com/video/7651141666287471918,AI 便利店,03:59 12 我用AI开发出了人生第一个程序 ##vibecoding大赏 #vibecoding #AI开发 #AI编程 #AI工具 @AI 便利店 23小时前,2026-06-15,12,,,
douyin,AI写的代码，你确定能用？ 幻觉API、SQL注入、上下文丢失——AI编程最常见的6个坑，新手必看！附避坑清单✅ #vibecoding #AI编程 #程序员日常 #效率工具,https://www.douyin.com/video/7650792253371791202,码农折腾记,02:37 16 AI写的代码，你确定能用？ 幻觉API、SQL注入、上下文丢失——AI编程最常见的6个坑，新手必看！附避坑清单✅ #vibecoding #AI编程 #程序员日常 #效率工具 @码农折腾记 2天前,2026-06-13,16,,,
douyin,AI编程到底有啥用，token到底贵不贵？给你们看看我在做什么，其中一个项目24小时不间断已经跑了80个小时了。。。。#AI编程 #守一AI人工智能学院 #ai培训机构 #ai学习教程 #ai开发小程序,https://www.douyin.com/video/7648181283687894306,天津硬哥（ 醒言无温，道实不柔）,合集 03:13 168 AI编程到底有啥用，token到底贵不贵？给你们看看我在做什么，其中一个项目24小时不间断已经跑了80个小时了。。。。#AI编程 #守一AI人工智能学院 #ai培训机构 #ai学习教程 #ai开发小程序 @天津硬哥（ 醒言无温，道实不柔） 1周前,2026-06-08,168,,,
douyin,AI应用开发为啥是普通开发者的红利？17分钟给你盘明白！ #人工智能 #大模型 #AI大模型 #大模型学习 #AI应用开发,https://www.douyin.com/video/7650488938544598307,程序员老元,合集 17:18 252 AI应用开发为啥是普通开发者的红利？17分钟给你盘明白！ #人工智能 #大模型 #AI大模型 #大模型学习 #AI应用开发 @程序员老元 2天前,2026-06-13,252,,,
douyin,"一边造出全球最强编程AI，一边警告人类""2028年可能失控"" ——Anthropic的""踩刹车""真相 上周忘发了，Claude Fable5和Mythos 5 已被禁用",https://www.douyin.com/video/7651459313428712037,AI圈新鲜事,"04:51 39 一边造出全球最强编程AI，一边警告人类""2028年可能失控"" ——Anthropic的""踩刹车""真相 上周忘发了，Claude Fable5和Mythos 5 已被禁用 @AI圈新鲜事 5小时前",2026-06-15,39,,,
douyin,AI编程最大争议！Cursor解绑VS Code 一场320万人围观的程序员大战！ Cursor 3.0 正式彻底抛弃 VS Code 底座，完全自研编辑器架构，直接让整个开发者社区分裂成两派🔥 曾经它只是 VS Code 的一个AI插件，如今估值数十亿、直接单飞自立门户 #Cursor #Cursor30 #AI编程 #程序员 #代码编辑器 #人工智能开发,https://www.douyin.com/video/7649749292059610418,螃蟹oo,01:58 35 AI编程最大争议！Cursor解绑VS Code 一场320万人围观的程序员大战！ Cursor 3.0 正式彻底抛弃 VS Code 底座，完全自研编辑器架构，直接让整个开发者社区分裂成两派🔥 曾经它只是 VS Code 的一个AI插件，如今估值数十亿、直接单飞自立门户 #Cursor #Cursor30 #AI编程 #程序员 #代码编辑器 #人工智能开发 @螃蟹oo 4天前,2026-06-11,35,,,
douyin,有了AI编程之后更累更卷了 #创作者中心 #创作灵感 #ai行业现状 #ai编程 #ai科普,https://www.douyin.com/video/7645570152793481299,老高玩儿AI,01:17 93 有了AI编程之后更累更卷了 #创作者中心 #创作灵感 #ai行业现状 #ai编程 #ai科普 @老高玩儿AI 2周前,2026-06-01,93,,,
douyin,为什么你用ai智能体编程赚不到钱,https://www.douyin.com/video/7645862222963428005,AI舒雅,02:22 86 为什么你用ai智能体编程赚不到钱 @AI舒雅 2周前,2026-06-01,86,,,
douyin,#AI编程 #AI自动编程 完整项目干货分享，#国产AI 一样能行,https://www.douyin.com/video/7650844014517962409,fish,03:25 19 #AI编程 #AI自动编程 完整项目干货分享，#国产AI 一样能行 @fish 1天前,2026-06-14,19,,,
douyin,胡彦斌一个月开发出 App AI 时代将给普通人带来哪些机会 歌手胡彦斌最近干了一件挺出圈的事——他用一个月时间，自己做了一个APP，叫彦火，已经成功上架了。 #AI编程工具 #无代码开发 #副业创业,https://www.douyin.com/video/7648827572968574251,跟陈博士学AI,02:56 17 胡彦斌一个月开发出 App AI 时代将给普通人带来哪些机会 歌手胡彦斌最近干了一件挺出圈的事——他用一个月时间，自己做了一个APP，叫彦火，已经成功上架了。 #AI编程工具 #无代码开发 #副业创业 @跟陈博士学AI 5天前,2026-06-10,17,,,
douyin,AI 都可以写代码了，还需要学编程吗？ #ai编程 #程序员 #codex #编程,https://www.douyin.com/video/7648618188019944378,王小二数据分析,02:02 79 AI 都可以写代码了，还需要学编程吗？ #ai编程 #程序员 #codex #编程 @王小二数据分析 1周前,2026-06-08,79,,,
douyin,"给 AI 装个设计总监品味 AI 写代码飞快，但做出来的界面一眼就是 AI 味——紫蓝渐变、卡片堆叠、灰字压彩色背景、bounce 弹性动画，谁看都知道是机器糊的。 impeccable 是前端老炮 Paul Bakaus 开源的设计指导工具包：1 个 skill、23 个命令、41 条检测规则，给你的 AI 编程助手装上一个设计总监的品味。 npx 一行命令装好，自动适配主流 AI 编程工具。最狠的是它的检测器——41 条规则纯本地跑，不调大模型、不要 API key，紫色渐变、卡片套卡片一条条给你揪出来。 装完你会发现，""再改改""三个字基本能从你词典里删了。你还在用""改好看点""糊弄你的 AI 吗？ #AI编程 #vibecoding大赏 #开源好物 #前端设计 #AI工具",https://www.douyin.com/video/7651168431818951999,罗码视界,"合集 01:42 167 给 AI 装个设计总监品味 AI 写代码飞快，但做出来的界面一眼就是 AI 味——紫蓝渐变、卡片堆叠、灰字压彩色背景、bounce 弹性动画，谁看都知道是机器糊的。 impeccable 是前端老炮 Paul Bakaus 开源的设计指导工具包：1 个 skill、23 个命令、41 条检测规则，给你的 AI 编程助手装上一个设计总监的品味。 npx 一行命令装好，自动适配主流 AI 编程工具。最狠的是它的检测器——41 条规则纯本地跑，不调大模型、不要 API key，紫色渐变、卡片套卡片一条条给你揪出来。 装完你会发现，""再改改""三个字基本能从你词典里删了。你还在用""改好看点""糊弄你的 AI 吗？ #AI编程 #vibecoding大赏 #开源好物 #前端设计 #AI工具 @罗码视",2026-06-14,167,,,
douyin,Codex保姆级教程！零基础从入门到精通，看这一条视频就够了 #codex #ai #智能体 #ai工具,https://www.douyin.com/video/7641831765677460776,阿川同学,合集 30:46 36.8万 Codex保姆级教程！零基础从入门到精通，看这一条视频就够了 #codex #ai #智能体 #ai工具 @阿川同学 3周前,2026-05-25,36.8万,,,
douyin,让codex成为顶级助理的12条规则 #codex #claude #cursor #ai,https://www.douyin.com/video/7650918826037416841,没有token的mav,11:43 74 让codex成为顶级助理的12条规则 #codex #claude #cursor #ai @没有token的mav 1天前,2026-06-14,74,,,
douyin,Codex 零基础实战教程，夯爆了！带你速通 15 种玩法 #AI #编程 #AI编程 #程序员 #计算机,https://www.douyin.com/video/7643808859605224730,程序员鱼皮,合集 31:52 2.5万 Codex 零基础实战教程，夯爆了！带你速通 15 种玩法 #AI #编程 #AI编程 #程序员 #计算机 @程序员鱼皮 2周前,2026-06-01,2.5万,,,
douyin,Codex零基础使用教程他来了！ 一条视频带你轻松上手使用Codex，小白速通版！#codex #AI编程 #Agent #AI新星计划 #抖音前沿科技首发计划,https://www.douyin.com/video/7649814497578251953,知雪,21:28 2.9万 Codex零基础使用教程他来了！ 一条视频带你轻松上手使用Codex，小白速通版！#codex #AI编程 #Agent #AI新星计划 #抖音前沿科技首发计划 @知雪 4天前,2026-06-11,2.9万,,,
douyin,为什么AI编程必须先搞懂Git？#AI #AI编程 #Git #大模型 #只讲干货不讲废话,https://www.douyin.com/video/7649371482237391859,Jerry珈瑞AI,02:25 72 为什么AI编程必须先搞懂Git？#AI #AI编程 #Git #大模型 #只讲干货不讲废话 @Jerry珈瑞AI 5天前,2026-06-10,72,,,
douyin,Codex + 这个 = 自动爬全网，喂给 AI 写代码 #Firecrawl #Codex #AI编程 #网页抓取 #开源神器,https://www.douyin.com/video/7650421698042334527,IT小圈,00:52 1664 Codex + 这个 = 自动爬全网，喂给 AI 写代码 #Firecrawl #Codex #AI编程 #网页抓取 #开源神器 @IT小圈 2天前,2026-06-13,1664,,,
douyin,AI写代码skills分享 这是一个 20300 star 的开源项目 用 Cursor / Claude 写代码，AI 经常不审题就瞎写、不写测试、改一个 Bug 引出十个 Bug、写到一半跑偏。 而Superpowers 插件是一个给 AI 戴上“紧箍咒”的项目，它强制 AI 先做产品设计、再拆分任务、强制写测试、甚至能自己派小弟（子 Agent）干活并做 Code Review，能自主干活几个小时不跑偏！ #开源项目 #skills #软件分享 #AI新星计划 #AI写代码,https://www.douyin.com/video/7651471428859994097,姜大神,00:24 59 AI写代码skills分享 这是一个 20300 star 的开源项目 用 Cursor / Claude 写代码，AI 经常不审题就瞎写、不写测试、改一个 Bug 引出十个 Bug、写到一半跑偏。 而Superpowers 插件是一个给 AI 戴上“紧箍咒”的项目，它强制 AI 先做产品设计、再拆分任务、强制写测试、甚至能自己派小弟（子 Agent）干活并做 Code Review，能自主干活几个小时不跑偏！ #开源项目 #skills #软件分享 #AI新星计划 #AI写代码 @姜大神 4小时前,2026-06-15,59,,,
douyin,乔木出Skill，一句话能写代码 乔木出Skill，一句话能写代码 #ai #Codex #Goal指令 #AI编程 #最新热点,https://www.douyin.com/video/7651109812546481338,智汇AI教育|人才孵化,01:30 10 乔木出Skill，一句话能写代码 乔木出Skill，一句话能写代码 #ai #Codex #Goal指令 #AI编程 #最新热点 @智汇AI教育|人才孵化 1天前,2026-06-14,10,,,
douyin,AI视频邪修教程：如何用写代码的方式做视频？ #VibeMotion #视频剪辑 #抖音前沿科技首发计划 #AI新星计划 #青年创作者成长计划,https://www.douyin.com/video/7643779987484445962,差评前沿部,03:58 7396 AI视频邪修教程：如何用写代码的方式做视频？ #VibeMotion #视频剪辑 #抖音前沿科技首发计划 #AI新星计划 #青年创作者成长计划 @差评前沿部 2周前,2026-06-01,7396,,,
douyin,AI时代，任何人都可以开发应用。 闲来无事，用claude+Cursor编写了一个小软件。#AI时代程序员 #做自己的小程序,https://www.douyin.com/video/7650783390651780358,壬水,01:30 9 AI时代，任何人都可以开发应用。 闲来无事，用claude+Cursor编写了一个小软件。#AI时代程序员 #做自己的小程序 @壬水 1天前,2026-06-14,9,,,
douyin,C++之父：写代码还得靠人，AI编程只负责批量制造Bug #vibecoding #AI编程 #AI新星计划#vibecoding大赏,https://www.douyin.com/video/7644023281028271414,InfoQ,01:49 4437 C++之父：写代码还得靠人，AI编程只负责批量制造Bug #vibecoding #AI编程 #AI新星计划#vibecoding大赏 @InfoQ 2周前,2026-06-01,4437,,,
douyin,挑战用AI做H5！ 不写一行代码，看AI如何自动生成网页！ 🚀 效率暴击！ 告别手写代码，AI直接生成H5页面！ 🤖 工具揭秘： 视频同款AI写代码工具（Tree）已就位，关注我，下期出详细教程！ 济南的朋友们，这个用AI做的家乡介绍H5，你们打几分？ #AI #大学计算机 #H5制作 #零代码 #vibecoding大赏,https://www.douyin.com/video/7651186360623172914,PyduckGo计算机代码辅导,合集 04:36 3 挑战用AI做H5！ 不写一行代码，看AI如何自动生成网页！ 🚀 效率暴击！ 告别手写代码，AI直接生成H5页面！ 🤖 工具揭秘： 视频同款AI写代码工具（Tree）已就位，关注我，下期出详细教程！ 济南的朋友们，这个用AI做的家乡介绍H5，你们打几分？ #AI #大学计算机 #H5制作 #零代码 #vibecoding大赏 @PyduckGo计算机代码辅导 23小时前,2026-06-15,3,,,
douyin,解锁你的编程新技能，远程审批AI编程权限，随时随地高效工作，不用时刻守着电脑啦😁#解锁你的编程技能 #创作者中心 #创作灵感 #codex#claude,https://www.douyin.com/video/7650851187671503227,知易而行Ivan,01:20 14 解锁你的编程新技能，远程审批AI编程权限，随时随地高效工作，不用时刻守着电脑啦😁#解锁你的编程技能 #创作者中心 #创作灵感 #codex#claude @知易而行Ivan 1天前,2026-06-14,14,,,
douyin,CodeX 真正厉害的地方不在于写代码 CodeX 真正厉害的地方不在于写代码 很多人以为 CodeX 只是一个写代码工具，但最新的这些更新其实释放了一个更大的信号。AI 正在从聊天框进入文件夹、浏览器、桌面应用和团队工作流。这一期聊一聊 CodeX 为什么值得关注，以及普通人真正该学习 AI 的哪些能力。#AI #codex,https://www.douyin.com/video/7651398125755682075,KmTech,09:23 181 CodeX 真正厉害的地方不在于写代码 CodeX 真正厉害的地方不在于写代码 很多人以为 CodeX 只是一个写代码工具，但最新的这些更新其实释放了一个更大的信号。AI 正在从聊天框进入文件夹、浏览器、桌面应用和团队工作流。这一期聊一聊 CodeX 为什么值得关注，以及普通人真正该学习 AI 的哪些能力。#AI #codex @KmTech 9小时前,2026-06-15,181,,,
douyin,给AI编程新手补一堂git课 @DOU+小助手 #AI新星计划 #AI编程 #github #git,https://www.douyin.com/video/7648145528064150790,泊舟的AI思考,08:40 908 给AI编程新手补一堂git课 @DOU+小助手 #AI新星计划 #AI编程 #github #git @泊舟的AI思考 1周前,2026-06-08,908,,,
douyin,我一个搞拼多多的，用AI写了17200行代码，跑通了电商全流 #claudecode #AI #一人公司 #电商 #AI电商,https://www.douyin.com/video/7641580422724398694,Leo的AI日常,01:00 699 我一个搞拼多多的，用AI写了17200行代码，跑通了电商全流 #claudecode #AI #一人公司 #电商 #AI电商 @Leo的AI日常 3周前,2026-05-25,699,,,
douyin,AI自动写自动化PLC代码到InoProShop #vibecoding大赏,https://www.douyin.com/video/7651102222159220019,阿凡工控分享,合集 05:27 20 AI自动写自动化PLC代码到InoProShop #vibecoding大赏 @阿凡工控分享 1天前,2026-06-14,20,,,
douyin,《AI智能体帮我写代码！》轻松完成游戏板块 #ai #智能体 #编程#游戏 #程序员,https://www.douyin.com/video/7650547540621806890,熊猫编程,合集 02:26 14 《AI智能体帮我写代码！》轻松完成游戏板块 #ai #智能体 #编程#游戏 #程序员 @熊猫编程 2天前,2026-06-13,14,,,
douyin,"AI写代码差10倍的原因 你只给了一句""帮我做个审核""？结构化Prompt+Few-Shot技巧，返工率降低90%！#VibeCoding #AI编程 #大模型 #程序员日常 #效率工具",https://www.douyin.com/video/7650488104214440355,码农折腾记,"00:50 30 AI写代码差10倍的原因 你只给了一句""帮我做个审核""？结构化Prompt+Few-Shot技巧，返工率降低90%！#VibeCoding #AI编程 #大模型 #程序员日常 #效率工具 @码农折腾记 2天前",2026-06-13,30,,,
douyin,ClaudeCode、Codex 6个关键MCP，强到离谱！ 你以为AI只是个写代码的AI？真正的玩法是给它接上MCP。这期把必接的6个MCP一次讲清楚！#claudecode #MCP #Codex #AI编程 #AI工具,https://www.douyin.com/video/7650401218518387995,阿森编程日记（AI自动化）,02:24 5351 ClaudeCode、Codex 6个关键MCP，强到离谱！ 你以为AI只是个写代码的AI？真正的玩法是给它接上MCP。这期把必接的6个MCP一次讲清楚！#claudecode #MCP #Codex #AI编程 #AI工具 @阿森编程日记（AI自动化） 3天前,2026-06-12,5351,,,
douyin,如何用 AI 写生产代码 如何让 AI 更好地写代码，加规范，加规范！#AI #codex,https://www.douyin.com/video/7651392083190395621,AI老周,02:25 17 如何用 AI 写生产代码 如何让 AI 更好地写代码，加规范，加规范！#AI #codex @AI老周 9小时前,2026-06-15,17,,,
douyin,"AI帮你写了一年代码，你的能力是涨了还是废了 用 Cursor、Copilot 一年了，你写代码确实快了。但有个问题没人敢问自己：这一年你是变强了，还是只是变得更依赖AI了？AI最擅长的恰恰是那些重复模板活，而它搞不定的复杂业务和架构判断，正是决定你值不值钱的部分。这期讲清楚AI到底接管了哪些活、哪些活它碰都碰不了，以及为什么""用得越爽""的人，可能正在不知不觉把自己最值钱的能力废掉。#AI写代码 #Cursor依赖 #程序员能力退化 #AI替代 #核心竞争力",https://www.douyin.com/video/7651293989949197622,凯哥是个程序员,"07:08 154 AI帮你写了一年代码，你的能力是涨了还是废了 用 Cursor、Copilot 一年了，你写代码确实快了。但有个问题没人敢问自己：这一年你是变强了，还是只是变得更依赖AI了？AI最擅长的恰恰是那些重复模板活，而它搞不定的复杂业务和架构判断，正是决定你值不值钱的部分。这期讲清楚AI到底接管了哪些活、哪些活它碰都碰不了，以及为什么""用得越爽""的人，可能正在不知不觉把自己最值钱的能力废掉。#AI写代码 #Cursor依赖 #程序员能力退化 #AI替代 #核心竞争力 @凯哥是个程序员 16小时前",2026-06-15,154,,,
douyin,AI代码写的越快，欠的债就越多 #vibecoding #AI编程 #cursor #Claudecode,https://www.douyin.com/video/7650501835597368614,AI实战手记,00:53 21 AI代码写的越快，欠的债就越多 #vibecoding #AI编程 #cursor #Claudecode @AI实战手记 2天前,2026-06-13,21,,,
douyin,你~敢~耍~我~ #AI创作浪潮 #ai翻车现场 #内容过于真实,https://www.douyin.com/video/7646461288876461353,刘幸运,合集 01:00 31.7万 你~敢~耍~我~ #AI创作浪潮 #ai翻车现场 #内容过于真实 @刘幸运 1周前,2026-06-08,31.7万,,,
douyin,要我2D转3D再做亚马逊套图？我用ai快速搞定 #ip设计 #3d建模 #2d转3d #电商美工 #佐糖,https://www.douyin.com/video/7650329588609879322,佐糖,00:45 309 要我2D转3D再做亚马逊套图？我用ai快速搞定 #ip设计 #3d建模 #2d转3d #电商美工 #佐糖 @佐糖 1天前,2026-06-14,309,,,
douyin,一天卖 500 万的爆款 AI 工具 AI 创业教练 一天卖 500 万的爆款 AI 工具 AI 创业教练 我用 AI 编程 Vibe Coding 一天复刻出来 #龙悟IP智能体 #AI创业教练 #AI编程 #刘思毅 #AI赚钱,https://www.douyin.com/video/7650758803311781364,龙悟IP智能体,00:46 670 一天卖 500 万的爆款 AI 工具 AI 创业教练 一天卖 500 万的爆款 AI 工具 AI 创业教练 我用 AI 编程 Vibe Coding 一天复刻出来 #龙悟IP智能体 #AI创业教练 #AI编程 #刘思毅 #AI赚钱 @龙悟IP智能体 2天前,2026-06-13,670,,,
douyin,我用AI做了一百首歌，然后…… #AI音乐 #AIGC #AI #AI创作者浪潮计划 #suno,https://www.douyin.com/video/7647383784245005622,宅不住的AI,03:34 1.4万 我用AI做了一百首歌，然后…… #AI音乐 #AIGC #AI #AI创作者浪潮计划 #suno @宅不住的AI 1周前,2026-06-08,1.4万,,,
douyin,用 AI 操作 Visio 画图 vibecoding 大赏 | 你是不是也被流程图、架构图、甘特图折磨过？ 这期我做了一个 visio-vsdx skill，让 AI 不只是生成图片，而是调用本机 Visio，直接生成能打开、能继续编辑的 .vsdx 文件。 @抖音科技 #vibecoding大赏 #ai新星计划 #AI #visio #科研绘图,https://www.douyin.com/video/7643754190086360329,deermiya,合集 02:16 7086 用 AI 操作 Visio 画图 vibecoding 大赏 | 你是不是也被流程图、架构图、甘特图折磨过？ 这期我做了一个 visio-vsdx skill，让 AI 不只是生成图片，而是调用本机 Visio，直接生成能打开、能继续编辑的 .vsdx 文件。 @抖音科技 #vibecoding大赏 #ai新星计划 #AI #visio #科研绘图 @deermiya 2周前,2026-06-01,7086,,,
douyin,我用 ai 做了一个星露谷 mod #真实生活分享计划 我用 ai 做了一个星露谷 mod#星露谷mod #星露谷物语钓鱼 #星露谷物语浇水怎么方便,https://www.douyin.com/video/7650768243049975269,武麟笔记,00:26 6.1万 我用 ai 做了一个星露谷 mod #真实生活分享计划 我用 ai 做了一个星露谷 mod#星露谷mod #星露谷物语钓鱼 #星露谷物语浇水怎么方便 @武麟笔记 2天前,2026-06-13,6.1万,,,
douyin,当我用Ai做了一首国风的曲！ #古风文学 #抖音Ai创造大赛 #AIGC #Ai淇水汤汤,https://www.douyin.com/video/7650834602165104485,Ai淇水汤汤,当我用Ai做了一首国风的曲！ #古风文学 #抖音Ai创造大赛 #AIGC #Ai淇水汤汤 @Ai淇水汤汤 1天前,2026-06-14,,,,
douyin,我用AI做了一个插件花了￥1700 [VibeCoding大赏]我用Codex建模了话放通道条天花板尼夫5035的压缩模块。免费分享，点赞关注加收藏，然后直接私。 #VibeCoding #AI #混音 #调音 #音频设备,https://www.douyin.com/video/7650612940520869170,子青,56:58 32 我用AI做了一个插件花了￥1700 [VibeCoding大赏]我用Codex建模了话放通道条天花板尼夫5035的压缩模块。免费分享，点赞关注加收藏，然后直接私。 #VibeCoding #AI #混音 #调音 #音频设备 @子青 2天前,2026-06-13,32,,,
douyin,完全免费！豆包AI生成电商详情页纯干货教程 AI生成天猫、淘宝、拼多多详情页#AI #AI电商 #详情页设计 #主图设计,https://www.douyin.com/video/7649344303973682467,张大猫AI实战,合集 09:36 149 完全免费！豆包AI生成电商详情页纯干货教程 AI生成天猫、淘宝、拼多多详情页#AI #AI电商 #详情页设计 #主图设计 @张大猫AI实战 5天前,2026-06-10,149,,,
douyin,我用AI做了个试卷变式机，老师们不用组卷了？#AI赋能教学 #AI出试卷 #组卷 #AI赋能教育 #教学工具,https://www.douyin.com/video/7646437661456542201,赛博工头,00:56 3522 我用AI做了个试卷变式机，老师们不用组卷了？#AI赋能教学 #AI出试卷 #组卷 #AI赋能教育 #教学工具 @赛博工头 1周前,2026-06-08,3522,,,
douyin,我用AI做的教师生图工具3.0来了！这回更夸张？#AI赋能教育 #AI赋能教学 #AI赋能教师 #教学工具 #教师做图,https://www.douyin.com/video/7647919942591419322,赛博工头,00:47 348 我用AI做的教师生图工具3.0来了！这回更夸张？#AI赋能教育 #AI赋能教学 #AI赋能教师 #教学工具 #教师做图 @赛博工头 1周前,2026-06-08,348,,,
douyin,挑战用AI制作100款产品广告片 这样的炫酷广告大片，我只用了十几分钟就做出来了。#ai视频 #ai广告 #seedance #ai教程 #广告创意我教你,https://www.douyin.com/video/7650077958975147270,顿号aigc,01:24 65 挑战用AI制作100款产品广告片 这样的炫酷广告大片，我只用了十几分钟就做出来了。#ai视频 #ai广告 #seedance #ai教程 #广告创意我教你 @顿号aigc 2天前,2026-06-13,65,,,
douyin,爆火的Ai短片教程来啦 #Ai #AIGC #内容由爱生成 #教程 #科技,https://www.douyin.com/video/7644821256009929125,学志的Ai视界,03:38 14.9万 爆火的Ai短片教程来啦 #Ai #AIGC #内容由爱生成 #教程 #科技 @学志的Ai视界 2周前,2026-06-01,14.9万,,,
douyin,关于我用AI做了一个守夜人论坛这件事 #龙族 #AI #上杉绘梨衣 #守夜人论坛 #卡塞尔学院,https://www.douyin.com/video/7648216176363177573,想要听你的晚安,01:21 8856 关于我用AI做了一个守夜人论坛这件事 #龙族 #AI #上杉绘梨衣 #守夜人论坛 #卡塞尔学院 @想要听你的晚安 1周前,2026-06-08,8856,,,
douyin,实测 AI 自动绘制原理图，硬件设计新玩法 实测立创 EDA 对接 AI 工具，尝试自动绘制电路原理图。完整演示部署、实战、调优全过程，聊聊当下 AI 硬件设计的优缺点。本电路是蓝牙键盘项目前置模块，后续持续更新！ #硬件开发 #立创EDA #AI画板 #电子制作 #EDA,https://www.douyin.com/video/7650546373003267380,苦苦菜（Coding）,合集 12:31 93 实测 AI 自动绘制原理图，硬件设计新玩法 实测立创 EDA 对接 AI 工具，尝试自动绘制电路原理图。完整演示部署、实战、调优全过程，聊聊当下 AI 硬件设计的优缺点。本电路是蓝牙键盘项目前置模块，后续持续更新！ #硬件开发 #立创EDA #AI画板 #电子制作 #EDA @苦苦菜（Coding） 2天前,2026-06-13,93,,,
douyin,我用AI做了个题目转WORD工具，听说老师都需要？#AI赋能教师 #AI赋能教育 #题库 #AI赋能教学 #word文档,https://www.douyin.com/video/7650852325486234107,赛博工头,00:32 3632 我用AI做了个题目转WORD工具，听说老师都需要？#AI赋能教师 #AI赋能教育 #题库 #AI赋能教学 #word文档 @赛博工头 1天前,2026-06-14,3632,,,
douyin,【一口气系列】带你一口气学会用AI工具制作视频 #跟着抖音学AI #AI教程 #即梦 #AI #AI工具,https://www.douyin.com/video/7646706269679668515,AI视频生成跟练,14:34 3880 【一口气系列】带你一口气学会用AI工具制作视频 #跟着抖音学AI #AI教程 #即梦 #AI #AI工具 @AI视频生成跟练 1周前,2026-06-08,3880,,,
douyin,我用AI复刻了苹果广告的这些效果？！ #AI做视频 #AI首尾帧 #摄影教学 #AI教学 #苹果 部分灵感来源于@无名NonameS,https://www.douyin.com/video/7650413149597764918,虾滑XIAHUA.,合集 01:35 1.2万 我用AI复刻了苹果广告的这些效果？！ #AI做视频 #AI首尾帧 #摄影教学 #AI教学 #苹果 部分灵感来源于@无名NonameS @虾滑XIAHUA. 2天前,2026-06-13,1.2万,,,
douyin,第三十九集｜AI生成高转化模特橱窗展示图💰 #小云雀AI #AI生图 #ai电商模特 #AI提示词 #AI变现,https://www.douyin.com/video/7651161685625262009,一介野生AI,04:16 43 第三十九集｜AI生成高转化模特橱窗展示图💰 #小云雀AI #AI生图 #ai电商模特 #AI提示词 #AI变现 @一介野生AI 1天前,2026-06-14,43,,,
douyin,我靠这个AI，2天肝出一整高薪作品集。 我把1个月的设计工作，压缩到了2天。设计师最近都在偷偷用的AI神器教程来了！用它可以半天做出一整套IP商业方案！#aigc #ai设计 #ip设计 #平面设计 #作品集,https://www.douyin.com/video/7650520427860708662,木松子旭 设计师,02:39 2835 我靠这个AI，2天肝出一整高薪作品集。 我把1个月的设计工作，压缩到了2天。设计师最近都在偷偷用的AI神器教程来了！用它可以半天做出一整套IP商业方案！#aigc #ai设计 #ip设计 #平面设计 #作品集 @木松子旭 设计师 2天前,2026-06-13,2835,,,
