platform,title,url,author,description,published_at,likes,comments,shares
douyin,「VibeCoding大赏」Opus4.8大战Qwen3.7 祖传BUG挑战赛，淘汰赛，#vibecoding大赏#ai新星计划 @抖音科技,https://www.douyin.com/video/7650934738990943522,Token就是词元,合集 10:07 1821 「VibeCoding大赏」Opus4.8大战Qwen3.7 祖传BUG挑战赛，淘汰赛，#vibecoding大赏#ai新星计划 @抖音科技 @Token就是词元 1天前,2026-06-14,1821,,
douyin,Vibe coding饶过谁？美女怎么了？一样中招！ #vibecoding #数字人 #ai编程 @洋芋酱AIgen 真人真事，绝对雷同,https://www.douyin.com/video/7649346843272416552,Aiwood爱屋研究室,合集 01:58 3130 Vibe coding饶过谁？美女怎么了？一样中招！ #vibecoding #数字人 #ai编程 @洋芋酱AIgen 真人真事，绝对雷同 @Aiwood爱屋研究室 5天前,2026-06-10,3130,,
douyin,别把 Vibe Coding 只理解成写代码 如果也想了解vibe coding相关问题，可以来我们免费交流群 大家一块对于热点ai话题进行学习和讨论,https://www.douyin.com/video/7650080702154722587,WayneW,03:19 19 别把 Vibe Coding 只理解成写代码 如果也想了解vibe coding相关问题，可以来我们免费交流群 大家一块对于热点ai话题进行学习和讨论 @WayneW 3天前,2026-06-12,19,,
douyin,Vibe Coding安全：后端安全闭坑指南 对于没有技术背景纯vibe coding的人来说，后端安全也是大问题，所以这期仍然是大量提示词来袭。#vibecoding #codex #cursor @抖音科技,https://www.douyin.com/video/7649574706168876323,敲代码的小虾米,合集 10:24 2996 Vibe Coding安全：后端安全闭坑指南 对于没有技术背景纯vibe coding的人来说，后端安全也是大问题，所以这期仍然是大量提示词来袭。#vibecoding #codex #cursor @抖音科技 @敲代码的小虾米 5天前,2026-06-10,2996,,
douyin,小白和开发都需要的 Vibe Coding 101 #vibecoding #氛围编程 #ai #aiagent,https://www.douyin.com/video/7649296974847619699,_trøı,03:36 443 小白和开发都需要的 Vibe Coding 101 #vibecoding #氛围编程 #ai #aiagent @_trøı 5天前,2026-06-10,443,,
douyin,我真的建议所有人都去试一下vibe coding#大学生 #编程 #干货分享,https://www.douyin.com/video/7649027076422506970,豪好豪,00:46 247 我真的建议所有人都去试一下vibe coding#大学生 #编程 #干货分享 @豪好豪 6天前,2026-06-09,247,,
douyin,烧了上百亿token才搞懂，Vibe Coding正确流程 #AI #VibeCoding #AI编程 #零基础学编程 #普通人学AI,https://www.douyin.com/video/7650125273970642186,以太Max,04:01 62 烧了上百亿token才搞懂，Vibe Coding正确流程 #AI #VibeCoding #AI编程 #零基础学编程 #普通人学AI @以太Max 3天前,2026-06-12,62,,
douyin,[VibeCoding大赏]一个想法如何变成正式产品？ [VibeCoding大赏]保姆级教程！一个想法如何变成正式产品？全程拆解，从构思->需求分析->难点解析->coding代码->发布上线。整整花了16个小时做的全流程保姆级教程，感谢大家的支持！如果你也有vibecoding的有趣项目，可以一起分享交流哦~ #vibecoding #ai新星计划 @抖音科技 #ai编程,https://www.douyin.com/video/7649329085390277915,AI趣玩实验室,合集 05:26 28 [VibeCoding大赏]一个想法如何变成正式产品？ [VibeCoding大赏]保姆级教程！一个想法如何变成正式产品？全程拆解，从构思->需求分析->难点解析->coding代码->发布上线。整整花了16个小时做的全流程保姆级教程，感谢大家的支持！如果你也有vibecoding的有趣项目，可以一起分享交流哦~ #vibecoding #ai新星计划 @抖音科技 #ai编程 @AI趣玩实验室 5天前,2026-06-10,28,,
douyin,Vibe Coding全流程分享：从需求洞察到产品开发 分享Vibe Coding从需求洞察到产品开发的完整流程～ #vibecoding大赏 #ai新星计划 @抖音科技 #知识避坑,https://www.douyin.com/video/7650032997295384675,Raylin的AI日记,合集 06:10 103 Vibe Coding全流程分享：从需求洞察到产品开发 分享Vibe Coding从需求洞察到产品开发的完整流程～ #vibecoding大赏 #ai新星计划 @抖音科技 #知识避坑 @Raylin的AI日记 3天前,2026-06-12,103,,
douyin,什么是vibe coding? #真实生活分享计划 #布布一二 #一二布布头像 #一二布布 #vibecoding,https://www.douyin.com/video/7649359162316428175,布布讲AI（目标1w粉）,合集 01:30 435 什么是vibe coding? #真实生活分享计划 #布布一二 #一二布布头像 #一二布布 #vibecoding @布布讲AI（目标1w粉） 5天前,2026-06-10,435,,
douyin,Vibe Coding｜学会 Vibe Coding 最简单的一个方法就是无脑的消耗token #VibeCoding #ai程序员 #ClaudeCode #Codex #一人公司,https://www.douyin.com/video/7650785887865063153,Arden✨,02:10 51 Vibe Coding｜学会 Vibe Coding 最简单的一个方法就是无脑的消耗token #VibeCoding #ai程序员 #ClaudeCode #Codex #一人公司 @Arden✨ 1天前,2026-06-14,51,,
douyin,我写代码的故事，你们问了很久，今天第一次聊。#TRAE #vibecoding大赏 #TRAEAI创造力大赛,https://www.douyin.com/video/7648498932527830449,胡彦斌,02:27 5.8万 我写代码的故事，你们问了很久，今天第一次聊。#TRAE #vibecoding大赏 #TRAEAI创造力大赛 @胡彦斌 1周前,2026-06-08,5.8万,,
douyin,VibeCoding大赏 | 70万用户的小程序是如何诞生的 养个石头，一款人与AI一起成功商业化的作品。#vibecoding大赏 #vibecoding #AI新星计划 #AI创作浪潮计划,https://www.douyin.com/video/7650863060231705299,张大丸,03:01 667 VibeCoding大赏 | 70万用户的小程序是如何诞生的 养个石头，一款人与AI一起成功商业化的作品。#vibecoding大赏 #vibecoding #AI新星计划 #AI创作浪潮计划 @张大丸 1天前,2026-06-14,667,,
douyin,VibeCoding大赏 豆包发布强大新功能 办公任务 和飞书丝滑打通，提供沙箱环境，低门槛易上手#vibecoding大赏 #ai新星计划并 并#豆包 @抖音科技 @豆包,https://www.douyin.com/video/7650560252051459391,易博有AI,合集 01:22 1254 VibeCoding大赏 豆包发布强大新功能 办公任务 和飞书丝滑打通，提供沙箱环境，低门槛易上手#vibecoding大赏 #ai新星计划并 并#豆包 @抖音科技 @豆包 @易博有AI 2天前,2026-06-13,1254,,
douyin,VibeCoding大赏 | 零代码做个打枪游戏 #vibecoding大赏#ai新星计划#科技科普#整活#Kimi,https://www.douyin.com/video/7651431710910909742,英雄哪里出来,08:22 282 VibeCoding大赏 | 零代码做个打枪游戏 #vibecoding大赏#ai新星计划#科技科普#整活#Kimi @英雄哪里出来 4小时前,2026-06-15,282,,
douyin,VibeCoding大赏 港大开源的个人交易智能体 VibeTrading！让我们一起看看它有多厉害吧！ @抖音科技 #vibecoding大赏 #ai新星计划 #金融交易 #智能体,https://www.douyin.com/video/7649790160191687936,龙虾 AI Claw,合集 01:00 1.5万 VibeCoding大赏 港大开源的个人交易智能体 VibeTrading！让我们一起看看它有多厉害吧！ @抖音科技 #vibecoding大赏 #ai新星计划 #金融交易 #智能体 @龙虾 AI Claw 4天前,2026-06-11,1.5万,,
douyin,小白的Codex安装喂饭教程，轻松免费用上codex #codex #AI #vibecoding #vibecoding大赏 #ai新星计划 @抖音科技,https://www.douyin.com/video/7651289295109508402,你虫子哥啊,06:25 7771 小白的Codex安装喂饭教程，轻松免费用上codex #codex #AI #vibecoding #vibecoding大赏 #ai新星计划 @抖音科技 @你虫子哥啊 13小时前,2026-06-15,7771,,
douyin,「VibeCoding大赏」codex制作个人作品集网站 自己搭建个人网站的一些心得，踩了不少坑，今天总结给大家！ #vibecoding #ai新星计划 #AI #vibecoding大赏 #设计,https://www.douyin.com/video/7648552705841040674,小羊同学,04:25 3.4万 「VibeCoding大赏」codex制作个人作品集网站 自己搭建个人网站的一些心得，踩了不少坑，今天总结给大家！ #vibecoding #ai新星计划 #AI #vibecoding大赏 #设计 @小羊同学 1周前,2026-06-08,3.4万,,
douyin,来看看豆包估值1万的DIY水晶应用长什么样 「VibeCoding大赏」我用了3个多月，做了一款DIY水晶手串小程序 #vibecoding大赏 #ai新星计划 @抖音科技 @抖音小助手 #水晶 #水晶DIY #礼物,https://www.douyin.com/video/7649699791882973178,滚滚有只小鸭子,03:31 1.8万 来看看豆包估值1万的DIY水晶应用长什么样 「VibeCoding大赏」我用了3个多月，做了一款DIY水晶手串小程序 #vibecoding大赏 #ai新星计划 @抖音科技 @抖音小助手 #水晶 #水晶DIY #礼物 @滚滚有只小鸭子 4天前,2026-06-11,1.8万,,
douyin,「VibeCoding大赏」为mimocode改善使用体验 #claudecode #AI #vibecoding大赏 #ai新星计划 #mimocode @抖音科技 多模态和旗舰推理你怎么选 答：一个都不能落下,https://www.douyin.com/video/7650893989637262644,嘻熙,00:39 1122 「VibeCoding大赏」为mimocode改善使用体验 #claudecode #AI #vibecoding大赏 #ai新星计划 #mimocode @抖音科技 多模态和旗舰推理你怎么选 答：一个都不能落下 @嘻熙 1天前,2026-06-14,1122,,
