platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source
douyin,全网首发！A动态漫全流程制作。 #AI动态漫 #AI视频 #AI动画 #AI漫剧 #AIGC,https://www.douyin.com/video/7645206279207652617,,由乃教你从零学AI（没回复看主页）,2026-06-01,39,,,,39.0,2.79,真案例,内容/创作、自动化流程、设计系统/视觉,AIGC,设计/创作者,,有结果,强,,,creative_game_visual,创意可视化/小游戏,小游戏/互动、课程/内容,AIGC,表达创意,设计/创作者,0.95,08:58 39 全网首发！A动态漫全流程制作。 #AI动态漫 #AI视频 #AI动画 #AI漫剧 #AIGC @由乃教你从零学AI（没回复看主页） 2周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI漫剧制作全流程，大的来了！【AI漫剧】剧本+分镜+静帧+ +视频+配音＋剪辑 ai动态漫视频制作教程！#ai漫剧 #ai漫剧制作 #ai短剧 #ai视频制作 #ai动态漫,https://www.douyin.com/video/7650077074157325618,,AIGC莫宁,2026-06-12,60,,,,60.0,20.0,教程,内容/创作、自动化流程,AIGC,设计/创作者,,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,AIGC,学习入门,设计/创作者,0.95,00:42 60 AI漫剧制作全流程，大的来了！【AI漫剧】剧本+分镜+静帧+ +视频+配音＋剪辑 ai动态漫视频制作教程！#ai漫剧 #ai漫剧制作 #ai短剧 #ai视频制作 #ai动态漫 @AIGC莫宁 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,【保姆级教学】从0到1手把手教你制作AI漫剧！！ #ai #ai视频 #ai漫剧 #抖音ai创作 #AIGC,https://www.douyin.com/video/7650808044334353690,,AI-三竖,2026-06-14,6,,,,6.0,6.0,教程,内容/创作、运营工具,AIGC,设计/创作者,几小时上线、完整流程,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,AIGC,快速原型,设计/创作者,0.95,19:58 6 【保姆级教学】从0到1手把手教你制作AI漫剧！！ #ai #ai视频 #ai漫剧 #抖音ai创作 #AIGC @AI-三竖 1天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,一口气学会漫剧制作全流程，新手必看！ #AI漫剧 #AI视频 #AIGC #AI短剧 #AI动画,https://www.douyin.com/video/7644107779283701030,,AI视频制作教程,2026-06-01,144,,,,144.0,10.29,教程,内容/创作、自动化流程、设计系统/视觉,AIGC,设计/创作者,,可复刻,中,,,creative_game_visual,创意可视化/小游戏,课程/内容、小游戏/互动,AIGC,学习入门、表达创意,设计/创作者,0.7,09:05 144 一口气学会漫剧制作全流程，新手必看！ #AI漫剧 #AI视频 #AIGC #AI短剧 #AI动画 @AI视频制作教程 2周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,【AI漫剧教程】全网首发！ 剧本 + 分镜 + 视频 + 配音 全程保人物一致！ #AI #ai视频制作 #ai漫剧 #AI视频 #AI动画,https://www.douyin.com/video/7644170597517380927,,AI设计师蛙赛（籽料👀主页）,2026-06-01,246,,,,246.0,17.57,教程,内容/创作、设计系统/视觉,,设计/创作者,,可复刻,中,,,creative_game_visual,创意可视化/小游戏,课程/内容、小游戏/互动,,学习入门、表达创意,设计/创作者,0.7,合集 11:39 246 【AI漫剧教程】全网首发！ 剧本 + 分镜 + 视频 + 配音 全程保人物一致！ #AI #ai视频制作 #ai漫剧 #AI视频 #AI动画 @AI设计师蛙赛（籽料👀主页） 2周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI漫剧终于终于大结局了！ AI漫剧制作全流程 #ai漫剧 #ai #aigc #国漫 #cg动画,https://www.douyin.com/video/7649366035564383531,,默默看着,2026-06-10,273,,,,273.0,54.6,真案例,自动化流程、设计系统/视觉,AIGC,设计/创作者,几小时上线,有结果,强,,,creative_game_visual,创意可视化/小游戏,小游戏/互动,AIGC,表达创意,设计/创作者,0.95,合集 00:45 273 AI漫剧终于终于大结局了！ AI漫剧制作全流程 #ai漫剧 #ai #aigc #国漫 #cg动画 @默默看着 5天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,一个工作流就可以完成产品海报设计 #AIGC #AI设计 #电商美工 #AI生图 #主图设计,https://www.douyin.com/video/7648305334809098408,,想吃大猪蹄,2026-06-08,122,,,,122.0,17.43,教程,内容/创作、自动化流程,AIGC,设计/创作者、创业者/独立开发者,效率提升,可复刻、有结果,中,,,content_marketing,内容和营销创作,AI Agent/工作流、课程/内容,AIGC,工作提效,设计/创作者、创业者/独立开发者,0.62,00:58 122 一个工作流就可以完成产品海报设计 #AIGC #AI设计 #电商美工 #AI生图 #主图设计 @想吃大猪蹄 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,新手也能学会！AI做信息可视化海报保姆级教程 今天给大家分享超实用的AI信息可视化海报制作方法，附非遗信息展板海报的完整教程，新手也能跟着做，再也不用头疼排版啦～ #海报设计 #ps #非遗 #可视化 #ai海报,https://www.douyin.com/video/7648996087911673978,,柚子AI视觉炼造局,2026-06-09,140,,,,140.0,23.33,教程,内容/创作,,设计/创作者,完整流程,可复刻,中,,,content_marketing,内容和营销创作,课程/内容、可视化,,学习入门,设计/创作者,0.62,00:19 140 新手也能学会！AI做信息可视化海报保姆级教程 今天给大家分享超实用的AI信息可视化海报制作方法，附非遗信息展板海报的完整教程，新手也能跟着做，再也不用头疼排版啦～ #海报设计 #ps #非遗 #可视化 #ai海报 @柚子AI视觉炼造局 6天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,零基础逆袭！3步搞定复古旅行插画动态海报 #海报设计 #AI教程 #平面设计 #当我把照片交给ai #ai关键词,https://www.douyin.com/video/7647163248264875302,,阿喜喜aigc,2026-06-08,35,,,,35.0,5.0,教程,内容/创作,AIGC,设计/创作者、零基础用户,,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,AIGC,学习入门,设计/创作者、零基础用户,0.78,01:04 35 零基础逆袭！3步搞定复古旅行插画动态海报 #海报设计 #AI教程 #平面设计 #当我把照片交给ai #ai关键词 @阿喜喜aigc 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,挑战做100个宣传海报，酸菜鱼！ #ai #获客 #临界AI #AI制作 #AI海报,https://www.douyin.com/video/7647097927042665779,,AI工具实战派,2026-06-08,10,,,,10.0,1.43,真案例,内容/创作,,设计/创作者,,有结果,强,,,content_marketing,内容和营销创作,课程/内容,,,设计/创作者,0.7,01:06 10 挑战做100个宣传海报，酸菜鱼！ #ai #获客 #临界AI #AI制作 #AI海报 @AI工具实战派 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,小白也能用AI轻松搞定全套的品牌设计 如何做出风格一致的全套品牌设计，1期视频全搞定！#ai #ai工具 #品牌设计 #ai教程 #ai新星计划,https://www.douyin.com/video/7649651910537989403,,托尼三三,2026-06-12,3531,,,,3531.0,1177.0,教程,内容/创作,,设计/创作者、零基础用户,不会代码、平台大赛,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,,学习入门,设计/创作者、零基础用户,0.7,合集 02:02 3531 小白也能用AI轻松搞定全套的品牌设计 如何做出风格一致的全套品牌设计，1期视频全搞定！#ai #ai工具 #品牌设计 #ai教程 #ai新星计划 @托尼三三 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,不用鼠标键盘，AI 全程自动操作 PS 做设计 全网爆火 ADB MCP 神器来啦🔥 GitHub 630 + 星，目前 Adobe MCP 赛道顶流项目 不止 PS，PR、AE、AI、ID 等 Adobe 全家桶全都能控制！ 不用鼠标键盘，一句话下达指令，AI 自动完成： 做海报、双重曝光、批量改图层、片段加转场、运行脚本… 👉完整安装步骤 + 所需工具都整理好了，视频手把手教学，跟着装就能用！ 设计、剪辑从业者赶紧码住，效率直接翻倍～ #AI设计 #AI #vibe氛围 #程序员日常 #AI工具,https://www.douyin.com/video/7651274254649920810,,骑着小黑码,2026-06-15,319,,,,319.0,319.0,工具测评,内容/创作、自动化流程,,设计/创作者、开发者,几小时上线、完整流程、效率提升,可复刻,弱,,,content_marketing,内容和营销创作,课程/内容、AI Agent/工作流,,工作提效,设计/创作者、开发者,0.62,09:55 319 不用鼠标键盘，AI 全程自动操作 PS 做设计 全网爆火 ADB MCP 神器来啦🔥 GitHub 630 + 星，目前 Adobe MCP 赛道顶流项目 不止 PS，PR、AE、AI、ID 等 Adobe 全家桶全都能控制！ 不用鼠标键盘，一句话下达指令，AI 自动完成： 做海报、双重曝光、批量改图层、片段加转场、运行脚本… 👉完整安装步骤 + 所需工具都整理好了，视频手把手教学，跟着装就能用！ 设计、剪辑从业者赶紧码住，效率直接翻倍～ #AI设计 #AI #vibe氛围 #程序员日常 #AI工具 @骑着小黑码 8小时前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,一键生成高质量的冰饮海报图！ #ai制图工具 #海报设计 #Ai0基础 #广告设计 #好用的ai工具,https://www.douyin.com/video/7650325684757786742,,Ai 老 K,2026-06-13,6,,,,6.0,3.0,真案例,内容/创作,,设计/创作者,几小时上线,有结果,强,,疑似商业推广,content_marketing,内容和营销创作,课程/内容,,获客/增长,设计/创作者,0.78,00:43 6 一键生成高质量的冰饮海报图！ #ai制图工具 #海报设计 #Ai0基础 #广告设计 #好用的ai工具 @Ai 老 K 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,6种图片转设计海报的隐藏玩法（附指令） #ai #设计教程 #设计技巧 #ai教程 #ai工具,https://www.douyin.com/video/7649692659451301146,,二七真的是设计师,2026-06-11,93,,,,93.0,23.25,教程,内容/创作,,设计/创作者,,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,,学习入门,设计/创作者,0.7,00:41 93 6种图片转设计海报的隐藏玩法（附指令） #ai #设计教程 #设计技巧 #ai教程 #ai工具 @二七真的是设计师 4天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,用AI把照片变成插画动态海报|附详细教程 Al插画动态海报教程来啦～ 今天教大家用 Al，把照片做成高级感插画，生成动态海报#动态海报 #版式设计 #即梦AI新视觉 #即梦AI创作者成长计划,https://www.douyin.com/video/7650772703628225403,,阿喵曹,2026-06-13,9,,,,9.0,4.5,教程,内容/创作、设计系统/视觉,即梦,设计/创作者,几小时上线,可复刻,中,,,content_marketing,内容和营销创作,课程/内容,即梦,学习入门,设计/创作者,0.7,01:11 9 用AI把照片变成插画动态海报|附详细教程 Al插画动态海报教程来啦～ 今天教大家用 Al，把照片做成高级感插画，生成动态海报#动态海报 #版式设计 #即梦AI新视觉 #即梦AI创作者成长计划 @阿喵曹 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,用AI做设计也太快了吧，好用到离谱😂 #设计工具 #AI设计 #设计教程 #海报设计 #AIGC,https://www.douyin.com/video/7650703428880484837,,蛋卷绘AI,2026-06-13,97,,,,97.0,48.5,教程,内容/创作,AIGC,设计/创作者,几小时上线,可复刻,中,,,content_marketing,内容和营销创作,课程/内容,AIGC,学习入门,设计/创作者,0.62,01:30 97 用AI做设计也太快了吧，好用到离谱😂 #设计工具 #AI设计 #设计教程 #海报设计 #AIGC @蛋卷绘AI 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,零基础3分钟做出一张海报 #AI智能体 #AI设计 #AI学习 #AI 我不会设计。但我用 AI 做的一张海报，被教育局拿去宣传了。高考那天，我做了一张学校的高考宣传活动海报。我没有学过设计，只是把文字和图片素材交给 AI，很快，一张完整的海报就做出来了。连风格都是 AI 自主设计。得到了学校领导的夸赞，后来教育局公众号也采用了。以前做一张海报，要学排版、配色和字体，还要反复修改。现在，一个零基础的人，也能借助 AI 做出可以实际使用的作品。说实话，我自己都有点担心。我这个当老师的，如果不持续学习、不主动进步，可能有一天，也会被会用 AI 的人取代。AI 不一定直接取代老师或设计师，但会用 AI 的人，很可能会取代不会用 AI 的人。真正危险的，不是 AI 出现了，而是别人已经在用 AI 提高效率，你还在用原来的方法重复工作。会设计的人用上 AI，会做得更快；不会设计的人用上 AI，也能完成过去做不了的事情。AI 不是只会聊天的玩具。它可以帮你写文案、做海报、整理资料，把几个小时的工作缩短到几十分钟。评论区留言，我告诉你一个 Ai 智能体入门级方法。,https://www.douyin.com/video/7649591723203747825,,家利呀,2026-06-10,2,,,,2.0,0.4,教程,内容/创作、创意实验/好玩项目、AI agent、求职/学习工具,,设计/创作者、零基础用户,几小时上线、完整流程、效率提升,,中,,,content_marketing,内容和营销创作,课程/内容,,学习入门、工作提效,设计/创作者、零基础用户,0.75,01:46 2 零基础3分钟做出一张海报 #AI智能体 #AI设计 #AI学习 #AI 我不会设计。但我用 AI 做的一张海报，被教育局拿去宣传了。高考那天，我做了一张学校的高考宣传活动海报。我没有学过设计，只是把文字和图片素材交给 AI，很快，一张完整的海报就做出来了。连风格都是 AI 自主设计。得到了学校领导的夸赞，后来教育局公众号也采用了。以前做一张海报，要学排版、配色和字体，还要反复修改。现在，一个零基础的人，也能借助 AI 做出可以实际使用的作品。说实话，我自己都有点担心。我这个当老师的，如果不持续学习、不主动进步，可能有一天，也会被会用 AI 的人取代。AI 不一定直接取代老师或设计师，但会用 AI 的人，很可能会取代不会用 AI 的人。真正危险的，不是 AI 出现了，而是别人已经在用 AI 提高效,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,01Agent AI 详情页长图海报制作 做电商的快看，AI生成商品图直接改太省时间了 #AI电商作图工具 #商品图智能生成 #电商营销物料生成 #中小微企业内容营销工具,https://www.douyin.com/video/7650443287081356579,,AI超人,2026-06-13,0,,,,0.0,0.0,真案例,AI agent、内容/创作,,运营/营销、设计/创作者,几小时上线,有结果,强,,,content_marketing,内容和营销创作,AI Agent/工作流、课程/内容,,获客/增长,运营/营销、设计/创作者,0.75,01:12 0 01Agent AI 详情页长图海报制作 做电商的快看，AI生成商品图直接改太省时间了 #AI电商作图工具 #商品图智能生成 #电商营销物料生成 #中小微企业内容营销工具 @AI超人 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,🔥30秒用AI生成复古建筑风海报！附教程提示词 #创意海报 #AI画图#AI生图 #AIGC #复古建筑,https://www.douyin.com/video/7650100687406607601,,莎姐聊AI,2026-06-12,4,,,,4.0,1.33,教程,内容/创作,AIGC,设计/创作者,,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,AIGC,学习入门、表达创意,设计/创作者,0.78,00:18 4 🔥30秒用AI生成复古建筑风海报！附教程提示词 #创意海报 #AI画图#AI生图 #AIGC #复古建筑 @莎姐聊AI 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,平面设计新技能丨ai辅助朋友圈海报设计流程 #广告设计制作 #海报设计 #ai #ai设计 #ai工具,https://www.douyin.com/video/7649744288826789626,,敲敲学习Ai设计,2026-06-12,22,,,,22.0,7.33,真案例,内容/创作、求职/学习工具、自动化流程,,设计/创作者,,有结果,强,,疑似商业推广,content_marketing,内容和营销创作,课程/内容,,获客/增长,设计/创作者,0.7,01:24 22 平面设计新技能丨ai辅助朋友圈海报设计流程 #广告设计制作 #海报设计 #ai #ai设计 #ai工具 @敲敲学习Ai设计 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,立体感很强的图片是怎么做出来的？#AI #AI教程 #海报设计 #AIGC #电商海报,https://www.douyin.com/video/7650481206676475186,,绘丹青AI,2026-06-13,197,,,,197.0,98.5,教程,内容/创作,AIGC,设计/创作者,几小时上线,可复刻,中,,,content_marketing,内容和营销创作,课程/内容,AIGC,学习入门,设计/创作者,0.7,01:05 197 立体感很强的图片是怎么做出来的？#AI #AI教程 #海报设计 #AIGC #电商海报 @绘丹青AI 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI世界杯战袍海报风制作教程来了 #2026美加墨世界杯 #即梦AI#AI分身戏精大赛#用即梦上场世界杯#世界杯,https://www.douyin.com/video/7651201907558410411,,知夏,2026-06-15,4,,,,4.0,4.0,教程,内容/创作,即梦,设计/创作者,几小时上线,可复刻,中,,,content_marketing,内容和营销创作,课程/内容,即梦,学习入门,设计/创作者,0.7,00:28 4 AI世界杯战袍海报风制作教程来了 #2026美加墨世界杯 #即梦AI#AI分身戏精大赛#用即梦上场世界杯#世界杯 @知夏 21小时前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,30秒学会！用Ai做法式海报 #小云雀AI #设计教程 #设计技巧 #作图神器 #Ai工具,https://www.douyin.com/video/7649749246447956209,,学Ai的芒果,2026-06-11,90,,,,90.0,22.5,教程,内容/创作,,设计/创作者,,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,,学习入门,设计/创作者,0.7,00:50 90 30秒学会！用Ai做法式海报 #小云雀AI #设计教程 #设计技巧 #作图神器 #Ai工具 @学Ai的芒果 4天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,Vibe Coding 纯小白入门教程，做出你的第一个作品！#Vibecoding #claudecode #deepseek #非哥黑科技 #非哥工具箱,https://www.douyin.com/video/7642952947210481062,,非哥黑科技,2026-05-25,1589,,,,1589.0,75.67,教程,创意实验/好玩项目,Claude、Claude Code、DeepSeek,零基础用户,不会代码,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,Claude、Claude Code、DeepSeek,学习入门,零基础用户,0.78,04:36 1589 Vibe Coding 纯小白入门教程，做出你的第一个作品！#Vibecoding #claudecode #deepseek #非哥黑科技 #非哥工具箱 @非哥黑科技 3周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,不用写一行代码！2026最火的Vibe Coding，小白也 2026最火的开发方式——Vibe Coding（氛围编程），不用写一行代码、不懂技术，也能做产品。四步就能落地：说需求、AI生成、挑毛病、AI修改，搭配3类工具，普通人也能一人+AI，搞定以前7人团队的活，轻松实现一人公司。 附3条避坑铁律，非技术党也能快速上手，从零做出自己的小产品。 #VibeCoding #氛围编程 #零代码开发 #AI编程#真实生活分享计划 @DOU+小助手,https://www.douyin.com/video/7641921042349081770,,AI时代思考分享,2026-05-25,471,,,,471.0,22.43,真案例,,,创业者/独立开发者、零基础用户、开发者,不会代码、失败复盘,只有噱头、有结果,中,,信息密度低,dev_productivity,开发提效/编程技巧,,,快速原型,创业者/独立开发者、零基础用户、开发者,0.7,02:49 471 不用写一行代码！2026最火的Vibe Coding，小白也 2026最火的开发方式——Vibe Coding（氛围编程），不用写一行代码、不懂技术，也能做产品。四步就能落地：说需求、AI生成、挑毛病、AI修改，搭配3类工具，普通人也能一人+AI，搞定以前7人团队的活，轻松实现一人公司。 附3条避坑铁律，非技术党也能快速上手，从零做出自己的小产品。 #VibeCoding #氛围编程 #零代码开发 #AI编程#真实生活分享计划 @DOU+小助手 @AI时代思考分享 3周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,VibeCoding大赏 | 小白写代码前必做的三件事！ 我作为新手小白vibe coding遇到了太多坑！ 💡这期先不急着写代码，而是跟着丁老师把开发前的 3 件事补上： ✅整理项目文件夹 ✅确定 MVP 和里程碑 ✅建 项目的Git 仓库 如果你也想用 AI 做一个自己的产品，这条可以当作跟练第一集。 #vibecoding大赏 #ai新星计划 #AI #vibecoding #codex,https://www.douyin.com/video/7645246579288460584,,珍妮丁丁说AI,2026-06-01,8166,,,,8166.0,583.29,真案例,SaaS MVP、创意实验/好玩项目,Codex,开发者、创业者/独立开发者、零基础用户,平台大赛、不会代码、失败复盘,有结果,强,,平台活动内容,dev_productivity,开发提效/编程技巧,,Codex,,开发者、创业者/独立开发者、零基础用户,0.7,08:32 8166 VibeCoding大赏 | 小白写代码前必做的三件事！ 我作为新手小白vibe coding遇到了太多坑！ 💡这期先不急着写代码，而是跟着丁老师把开发前的 3 件事补上： ✅整理项目文件夹 ✅确定 MVP 和里程碑 ✅建 项目的Git 仓库 如果你也想用 AI 做一个自己的产品，这条可以当作跟练第一集。 #vibecoding大赏 #ai新星计划 #AI #vibecoding #codex @珍妮丁丁说AI 2周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,Vibecoding变高级的2个技巧+3个审美灵感库 0基础建站，聪明的学会借力提升vibecoding的前端审美～ 主打一个无AI味儿、丑拒！！！ 学会这套方法论，咱就不用从0到1自己哭哈哈的设计啦！#vibecoding #ai工具 #ui设计 #ai #网站设计,https://www.douyin.com/video/7642348668217068841,,HiHi小壮,2026-05-25,954,,,,954.0,45.43,教程,网站,,设计/创作者,完整流程,可复刻,中,,,learning_tutorial,教程/课程/方法论,网站,,快速原型,设计/创作者,0.75,02:11 954 Vibecoding变高级的2个技巧+3个审美灵感库 0基础建站，聪明的学会借力提升vibecoding的前端审美～ 主打一个无AI味儿、丑拒！！！ 学会这套方法论，咱就不用从0到1自己哭哈哈的设计啦！#vibecoding #ai工具 #ui设计 #ai #网站设计 @HiHi小壮 3周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,Vibe coding饶过谁？美女怎么了？一样中招！ #vibecoding #数字人 #ai编程 @洋芋酱AIgen 真人真事，绝对雷同,https://www.douyin.com/video/7649346843272416552,,Aiwood爱屋研究室,2026-06-10,3143,,,,3143.0,628.6,教程,设计系统/视觉,,,几小时上线,只有噱头,中,,信息密度低,dev_productivity,开发提效/编程技巧,,,,,0.95,合集 01:58 3143 Vibe coding饶过谁？美女怎么了？一样中招！ #vibecoding #数字人 #ai编程 @洋芋酱AIgen 真人真事，绝对雷同 @Aiwood爱屋研究室 5天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,3分钟让你少走三年Vibe Coding的弯路 都是 Vibe Coding，凭什么他能月入 175 万？我研究完发现逻辑很简单：先用 MVP 快速上线 → 用收费验证需求 → 用自媒体获得第一批用户 → 再用自动化把自己放大成一个团队。这期聊聊，普通人做 AI 产品到底差在哪,https://www.douyin.com/video/7648580179547213099,,七彩缤纷马桶,2026-06-08,6640,,,,6640.0,948.57,真案例,SaaS MVP、自动化流程,,创业者/独立开发者、零基础用户,几小时上线、变现、不会代码、完整流程、效率提升,有结果,强,月入、收费、用户,,monetization_side_project,副业变现/独立项目,AI Agent/工作流,,工作提效、快速原型、赚钱/副业,创业者/独立开发者、零基础用户,0.62,02:31 6640 3分钟让你少走三年Vibe Coding的弯路 都是 Vibe Coding，凭什么他能月入 175 万？我研究完发现逻辑很简单：先用 MVP 快速上线 → 用收费验证需求 → 用自媒体获得第一批用户 → 再用自动化把自己放大成一个团队。这期聊聊，普通人做 AI 产品到底差在哪 @七彩缤纷马桶 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,VibeCoding大赏 | 70万用户的小程序是如何诞生的 养个石头，一款人与AI一起成功商业化的作品。#vibecoding大赏 #vibecoding #AI新星计划 #AI创作浪潮计划,https://www.douyin.com/video/7650863060231705299,,张大丸,2026-06-14,677,,,,677.0,677.0,教程,创意实验/好玩项目、小程序,,,平台大赛、几小时上线,有结果,中,用户、商业化,疑似商业推广、平台活动内容,product_build,做产品/工具,小程序,,,,0.95,03:01 677 VibeCoding大赏 | 70万用户的小程序是如何诞生的 养个石头，一款人与AI一起成功商业化的作品。#vibecoding大赏 #vibecoding #AI新星计划 #AI创作浪潮计划 @张大丸 1天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,网站部署上线来喽 「VibeCoding大赏」制作个人网站如何部署上线分享给你的好朋们，今天分享3个方法，精心整理，大家耐心看完哦~@抖音科技 #vibecoding #ai新星计划 #网站上线 #ai #github,https://www.douyin.com/video/7651155931337608475,,小羊同学,2026-06-15,337,,,,337.0,337.0,真案例,网站、运营工具,,开发者,平台大赛、完整流程、几小时上线,有结果,强,,平台活动内容,learning_tutorial,教程/课程/方法论,网站,,,开发者,0.7,04:06 337 网站部署上线来喽 「VibeCoding大赏」制作个人网站如何部署上线分享给你的好朋们，今天分享3个方法，精心整理，大家耐心看完哦~@抖音科技 #vibecoding #ai新星计划 #网站上线 #ai #github @小羊同学 21小时前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,来看看豆包估值1万的DIY水晶应用长什么样 「VibeCoding大赏」我用了3个多月，做了一款DIY水晶手串小程序 #vibecoding大赏 #ai新星计划 @抖音科技 @抖音小助手 #水晶 #水晶DIY #礼物,https://www.douyin.com/video/7649699791882973178,,滚滚有只小鸭子,2026-06-11,1.8万,,,,18000.0,4500.0,真案例,App/软件、小程序、运营工具,豆包,,平台大赛,有结果,强,,平台活动内容,product_build,做产品/工具,App/软件、小程序,豆包,,,0.95,03:31 1.8万 来看看豆包估值1万的DIY水晶应用长什么样 「VibeCoding大赏」我用了3个多月，做了一款DIY水晶手串小程序 #vibecoding大赏 #ai新星计划 @抖音科技 @抖音小助手 #水晶 #水晶DIY #礼物 @滚滚有只小鸭子 4天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,「VibeCoding大赏」codex制作个人作品集网站 自己搭建个人网站的一些心得，踩了不少坑，今天总结给大家！ #vibecoding #ai新星计划 #AI #vibecoding大赏 #设计,https://www.douyin.com/video/7648552705841040674,,小羊同学,2026-06-08,3.4万,,,,34000.0,4857.14,真案例,网站、创意实验/好玩项目,Codex,设计/创作者,平台大赛、失败复盘,有结果,强,,平台活动内容,dev_productivity,开发提效/编程技巧,网站,Codex,,设计/创作者,0.7,04:25 3.4万 「VibeCoding大赏」codex制作个人作品集网站 自己搭建个人网站的一些心得，踩了不少坑，今天总结给大家！ #vibecoding #ai新星计划 #AI #vibecoding大赏 #设计 @小羊同学 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,VibeCoding大赏 | 蒸馏任意自己喜欢的角色形象＆灵 #vibecoding大赏 #ai新星计划 @抖音科技 #乙游 #桌面游戏 来做一个任意自己喜欢的角色形象＆灵魂的桌面陪伴软件！,https://www.douyin.com/video/7651221465191409011,,王山而要做100个AI,2026-06-15,127,,,,127.0,127.0,真案例,游戏/互动、App/软件、运营工具,,,平台大赛、几小时上线,有结果,强,,平台活动内容,creative_game_visual,创意可视化/小游戏,App/软件、小游戏/互动,,表达创意,,0.7,01:11 127 VibeCoding大赏 | 蒸馏任意自己喜欢的角色形象＆灵 #vibecoding大赏 #ai新星计划 @抖音科技 #乙游 #桌面游戏 来做一个任意自己喜欢的角色形象＆灵魂的桌面陪伴软件！ @王山而要做100个AI 20小时前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,「VibeCoding大赏」为mimocode改善使用体验 #claudecode #AI #vibecoding大赏 #ai新星计划 #mimocode @抖音科技 多模态和旗舰推理你怎么选 答：一个都不能落下,https://www.douyin.com/video/7650893989637262644,,嘻熙,2026-06-14,1157,,,,1157.0,1157.0,工具测评,运营工具,Claude、Claude Code,,平台大赛、几小时上线,,弱,,平台活动内容,content_marketing,内容和营销创作,,Claude、Claude Code,,,0.45,00:39 1157 「VibeCoding大赏」为mimocode改善使用体验 #claudecode #AI #vibecoding大赏 #ai新星计划 #mimocode @抖音科技 多模态和旗舰推理你怎么选 答：一个都不能落下 @嘻熙 1天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
