platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source
douyin,codex实战：自动开发网站+部署上线 #codex #claudecode #AI编程 #人工智能,https://www.douyin.com/video/7647804949404978451,,Geek徐Sir,2026-06-08,74,,,,74.0,10.57,真案例,网站,Claude、Claude Code、Codex,,完整流程,有结果,强,,,dev_productivity,开发提效/编程技巧,网站,Claude、Claude Code、Codex,,,0.78,03:27 74 codex实战：自动开发网站+部署上线 #codex #claudecode #AI编程 #人工智能 @Geek徐Sir 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,不用写代码，三分钟就能生成一个网页。 #AI #智能体 #飞书aily搞定了我的第一个AI应用#飞书aily#飞书AI,https://www.douyin.com/video/7647880013459007473,,赵哈哈在努力,2026-06-08,547,,,,547.0,78.14,真案例,AI agent、App/软件、网站,,开发者,几小时上线,有结果,强,,,dev_productivity,开发提效/编程技巧,App/软件、网站,,,开发者,0.7,01:50 547 不用写代码，三分钟就能生成一个网页。 #AI #智能体 #飞书aily搞定了我的第一个AI应用#飞书aily#飞书AI @赵哈哈在努力 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,超简单！手把手带你用MiniMax M3搭建个人网站！ #AI百科全书 #MiniMaxM3 #个人网站 #教程 #AI编程,https://www.douyin.com/video/7650149026733591843,,AI先生李豪,2026-06-12,154,,,,154.0,51.33,教程,网站,,,,可复刻,中,,,dev_productivity,开发提效/编程技巧,网站、课程/内容,,学习入门,,0.62,合集 04:47 154 超简单！手把手带你用MiniMax M3搭建个人网站！ #AI百科全书 #MiniMaxM3 #个人网站 #教程 #AI编程 @AI先生李豪 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI建站靠谱吗？ #AI建站 #AI做网站 #建站工具 #建站平台哪个好,https://www.douyin.com/video/7650404983564717312,,SaaS哥,2026-06-13,7,,,,7.0,3.5,真案例,SaaS MVP、网站,,,几小时上线,有结果,强,,,product_build,做产品/工具,SaaS/后台、网站,,,,0.95,00:47 7 AI建站靠谱吗？ #AI建站 #AI做网站 #建站工具 #建站平台哪个好 @SaaS哥 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,新手小白怎么制作个人网页？ #ai工具#codex #ai网页设计 #ai设计,https://www.douyin.com/video/7648221081484882533,,嘉俊 001,2026-06-08,57,,,,57.0,8.14,教程,网站,Codex,设计/创作者、零基础用户,不会代码,,中,,,dev_productivity,开发提效/编程技巧,网站,Codex,,设计/创作者、零基础用户,0.7,01:34 57 新手小白怎么制作个人网页？ #ai工具#codex #ai网页设计 #ai设计 @嘉俊 001 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,零基础搭建AI多功能网站 今天教给大家如何零基础搭建一个ai聚合网站，支持ai绘画，ai视频，ai音乐，ai换脸，ai舞蹈等等，也可以使用chat gpt4和4o等接口感觉来看一下我是如何零基础0花费制作的吧。#干货分享 #ai工具 #ai #ai绘画 #ai网站,https://www.douyin.com/video/7418874044931509513,,表哥工具箱 1年前,2026-06-15,266,,,,266.0,266.0,真案例,内容/创作、网站,,设计/创作者、零基础用户,,有结果,强,,,product_build,做产品/工具,课程/内容、网站,,学习入门,设计/创作者、零基础用户,0.78,合集 05:43 266 零基础搭建AI多功能网站 今天教给大家如何零基础搭建一个ai聚合网站，支持ai绘画，ai视频，ai音乐，ai换脸，ai舞蹈等等，也可以使用chat gpt4和4o等接口感觉来看一下我是如何零基础0花费制作的吧。#干货分享 #ai工具 #ai #ai绘画 #ai网站 @表哥工具箱 1年前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,刚上线，微信AI能直接调用小程序了 微信 AI 能力怎么开启、哪些能力更适合接入、这波新机会该怎么抓，我用实操和经验一次讲清。 #微信AI #微信 #微信小程序 #AI #我在抖音聊科技,https://www.douyin.com/video/7648979234995588393,,超级峰,2026-06-09,106,,,,106.0,17.67,真案例,小程序、运营工具,,,完整流程,有结果,强,,,learning_tutorial,教程/课程/方法论,小程序,,,,0.7,03:31 106 刚上线，微信AI能直接调用小程序了 微信 AI 能力怎么开启、哪些能力更适合接入、这波新机会该怎么抓，我用实操和经验一次讲清。 #微信AI #微信 #微信小程序 #AI #我在抖音聊科技 @超级峰 6天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,如何用AI制作高质量小程序 #AI #AI工具 #AI小程序 #ai工具大全,https://www.douyin.com/video/7650509227592551686,,是Skye学姐呀,2026-06-13,141,,,,141.0,70.5,教程,小程序,,,几小时上线,,中,,,product_build,做产品/工具,小程序,,,,0.95,合集 05:36 141 如何用AI制作高质量小程序 #AI #AI工具 #AI小程序 #ai工具大全 @是Skye学姐呀 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,零基础做一款微信小程序保姆级教程 零基础不懂编程用扣子3.0做一款微信小程序保姆级教程#扣子 #coze #ai工具 #ai编程 #ai编程工具,https://www.douyin.com/video/7647074015756029219,,AI樟榆树,2026-06-08,153,,,,153.0,21.86,教程,小程序,Coze,零基础用户,,可复刻,中,,,learning_tutorial,教程/课程/方法论,AI Agent/工作流、小程序、课程/内容,Coze,学习入门,零基础用户,0.62,01:33 153 零基础做一款微信小程序保姆级教程 零基础不懂编程用扣子3.0做一款微信小程序保姆级教程#扣子 #coze #ai工具 #ai编程 #ai编程工具 @AI樟榆树 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,五元做出小程序 大家都可以去试试！找一些教程下载下来所需软件就可以完成vibe coding的第一步。#AI #vibecoding #claude #openclaw #副业,https://www.douyin.com/video/7650063446176687027,,无情的蟑螂女子,2026-06-12,148,,,,148.0,49.33,教程,App/软件、小程序,Claude,,变现,可复刻,中,副业,,product_build,做产品/工具,App/软件、小程序、课程/内容,Claude,学习入门、赚钱/副业,,0.7,02:16 148 五元做出小程序 大家都可以去试试！找一些教程下载下来所需软件就可以完成vibe coding的第一步。#AI #vibecoding #claude #openclaw #副业 @无情的蟑螂女子 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,超级简单的AI开发小程序教程 #vibecoding #微信小程序开发,https://www.douyin.com/video/7646695636909962222,,迷人闹g,2026-06-08,87,,,,87.0,12.43,教程,小程序,,,,可复刻,中,,,learning_tutorial,教程/课程/方法论,小程序、课程/内容,,学习入门,,0.7,合集 01:34 87 超级简单的AI开发小程序教程 #vibecoding #微信小程序开发 @迷人闹g 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI加持，搞定小程序的开发和上架 #真实生活分享计划 #小程序开发 #小程序制作 #个人开发者 #vibecoding,https://www.douyin.com/video/7650723226653725626,,程序员阿闲,2026-06-13,81,,,,81.0,40.5,真案例,小程序,,开发者,几小时上线,有结果,强,,,product_build,做产品/工具,小程序,,,开发者,0.95,01:00 81 AI加持，搞定小程序的开发和上架 #真实生活分享计划 #小程序开发 #小程序制作 #个人开发者 #vibecoding @程序员阿闲 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,用 AI 1 分钟制作完成一个小程序 #vibecoding大赏 #ai #ai新星计划 @抖音科技,https://www.douyin.com/video/7647196364204410789,,Kelvin大厂AI 研究员,2026-06-08,112,,,,112.0,16.0,真案例,小程序、运营工具,,,平台大赛、几小时上线,有结果,强,,平台活动内容,product_build,做产品/工具,小程序,,,,0.95,00:27 112 用 AI 1 分钟制作完成一个小程序 #vibecoding大赏 #ai #ai新星计划 @抖音科技 @Kelvin大厂AI 研究员 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI 搭配腾讯云开发小程序：两处实测踩坑总结 1.CloudBase 接入 MCP，AI 自动部署云函数与数据库，省去手动部署步骤 2.Vue 管理后台优先静态网站托管，不选用云开发自带后台 3.腾讯云开发小程序，免服务器与备案，压缩开发成本. #vibecoding #ai开发 #开发踩坑 #cloudbase #微信小程序,https://www.douyin.com/video/7648307904479003067,,马同学的AI日记,2026-06-08,2550,,,,2550.0,364.29,失败复盘,小程序、网站,,,失败复盘、完整流程,可复刻,中,,,product_build,做产品/工具,AI Agent/工作流、SaaS/后台、小程序、网站,,,,0.78,03:49 2550 AI 搭配腾讯云开发小程序：两处实测踩坑总结 1.CloudBase 接入 MCP，AI 自动部署云函数与数据库，省去手动部署步骤 2.Vue 管理后台优先静态网站托管，不选用云开发自带后台 3.腾讯云开发小程序，免服务器与备案，压缩开发成本. #vibecoding #ai开发 #开发踩坑 #cloudbase #微信小程序 @马同学的AI日记 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,全流程解密，草履虫也能懂！ 大家也可以持续关注我的插件paopao #ppt制作方法 #ai #aippt #aippt制作 #汇报,https://www.douyin.com/video/7651150745072723322,,Plz315,2026-06-15,531,,,,531.0,531.0,真案例,插件、自动化流程,,,几小时上线,有结果,强,,,content_marketing,内容和营销创作,,,,,0.45,03:54 531 全流程解密，草履虫也能懂！ 大家也可以持续关注我的插件paopao #ppt制作方法 #ai #aippt #aippt制作 #汇报 @Plz315 23小时前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI必装的10个插件 装上这10个插件，AI从聊天机器人变成全能工作伙伴。覆盖开发、设计、办公、数据分析——Chrome让AI操作浏览器，GitHub管代码，Computer Use让AI操控电脑，Build Web Apps一句话生成网页，Figma做设计，Documents交付文档，Presentations做PPT，Spreadsheets处理表格，HyperFrames生成视频，Remotion用代码做高质量视频。每个都演示效果，评论区有安装方式。 #AI插件 #AI提效 #效率工具 #AI工作流 #必装插件#工具运营,https://www.douyin.com/video/7648631145906703625,,AlunTalk,2026-06-08,6039,,,,6039.0,862.71,工具测评,App/软件、内容/创作、插件、网站、自动化流程、运营工具,,开发者、设计/创作者、运营/营销,效率提升,可复刻,弱,,,workflow_automation,工作流和运营自动化,AI Agent/工作流、App/软件、网站、课程/内容,,工作提效,开发者、设计/创作者、运营/营销,0.66,05:26 6039 AI必装的10个插件 装上这10个插件，AI从聊天机器人变成全能工作伙伴。覆盖开发、设计、办公、数据分析——Chrome让AI操作浏览器，GitHub管代码，Computer Use让AI操控电脑，Build Web Apps一句话生成网页，Figma做设计，Documents交付文档，Presentations做PPT，Spreadsheets处理表格，HyperFrames生成视频，Remotion用代码做高质量视频。每个都演示效果，评论区有安装方式。 #AI插件 #AI提效 #效率工具 #AI工作流 #必装插件#工具运营 @AlunTalk 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,我把我家猫做成了插件 #AI#vibecoding大赏,https://www.douyin.com/video/7650335108016246067,,冬青Alex,2026-06-12,18,,,,18.0,6.0,真案例,插件,,,平台大赛,有结果,强,,平台活动内容,content_marketing,内容和营销创作,,,,,0.45,01:23 18 我把我家猫做成了插件 #AI#vibecoding大赏 @冬青Alex 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,Codex + Remotion教程，一句话生成苹果味动效 #动效设计 #网站设计 #AI教程 #AI视频 #插件,https://www.douyin.com/video/7649363541287374126,,AI红发魔女,2026-06-10,22,,,,22.0,4.4,教程,内容/创作、插件、网站,Codex,设计/创作者,几小时上线,可复刻,中,,,dev_productivity,开发提效/编程技巧,课程/内容、网站,Codex,学习入门,设计/创作者,0.62,00:49 22 Codex + Remotion教程，一句话生成苹果味动效 #动效设计 #网站设计 #AI教程 #AI视频 #插件 @AI红发魔女 5天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,Codex APP 十大开发必装插件AI 编程效率直接拉满 最近 Codex APP 发布了很多插件，覆盖开发、设计、部署、数据库、浏览器自动化等多个场景。 这期视频我会分享自己在使用 Codex APP 做 AI 编程时，最常用、最推荐安装的 10 个插件。它们可以帮助你完成产品设计、Figma 联动、iOS / Web / Expo 应用开发、Supabase 数据库管理、Vercel 一键部署、GitHub 流程处理，以及 Chrome 浏览器调试测试。 如果你正在使用 Codex APP 做项目开发，尤其是想提升从需求、设计、编码、测试到部署的完整效率，这 10 个插件非常值得安装。 #CodexAPP #AI编程 #AI开发工具 #Codex插件 #开发插件 #ai新星计划,https://www.douyin.com/video/7649712314106662163,,AI随风,2026-06-11,1578,,,,1578.0,394.5,工具测评,App/软件、自动化流程、内容/创作、插件,Codex,设计/创作者、创业者/独立开发者、开发者,完整流程、效率提升、平台大赛,有结果,弱,,,dev_productivity,开发提效/编程技巧,App/软件、AI Agent/工作流、课程/内容,Codex,工作提效,设计/创作者、创业者/独立开发者、开发者,0.68,合集 12:35 1578 Codex APP 十大开发必装插件AI 编程效率直接拉满 最近 Codex APP 发布了很多插件，覆盖开发、设计、部署、数据库、浏览器自动化等多个场景。 这期视频我会分享自己在使用 Codex APP 做 AI 编程时，最常用、最推荐安装的 10 个插件。它们可以帮助你完成产品设计、Figma 联动、iOS / Web / Expo 应用开发、Supabase 数据库管理、Vercel 一键部署、GitHub 流程处理，以及 Chrome 浏览器调试测试。 如果你正在使用 Codex APP 做项目开发，尤其是想提升从需求、设计、编码、测试到部署的完整效率，这 10 个插件非常值得安装。 #CodexAPP #AI编程 #AI开发工具 #Codex插件 #开发插件 #ai新星计划,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,我用AI做了一个插件花了￥1700 [VibeCoding大赏]我用Codex建模了话放通道条天花板尼夫5035的压缩模块。免费分享，点赞关注加收藏，然后直接私。 #VibeCoding #AI #混音 #调音 #音频设备,https://www.douyin.com/video/7650612940520869170,,子青,2026-06-13,32,,,,32.0,16.0,真案例,3D建模/渲染、插件、设计系统/视觉,Codex,设计/创作者,免费工具、几小时上线、平台大赛,有结果,强,,平台活动内容,creative_game_visual,创意可视化/小游戏,3D建模/渲染、硬件原型,Codex,表达创意,设计/创作者,0.57,56:58 32 我用AI做了一个插件花了￥1700 [VibeCoding大赏]我用Codex建模了话放通道条天花板尼夫5035的压缩模块。免费分享，点赞关注加收藏，然后直接私。 #VibeCoding #AI #混音 #调音 #音频设备 @子青 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,测试了一下codex新上线的插件， product design！效果确实牛！#AI #AI生成UI #UI设计 #codex #AI产品,https://www.douyin.com/video/7650127794340406139,,朝朝AI工坊,2026-06-12,247,,,,247.0,82.33,真案例,插件、创意实验/好玩项目,Codex,创业者/独立开发者、设计/创作者,完整流程,有结果,强,,,dev_productivity,开发提效/编程技巧,,Codex,工作提效,创业者/独立开发者、设计/创作者,0.78,合集 00:26 247 测试了一下codex新上线的插件， product design！效果确实牛！#AI #AI生成UI #UI设计 #codex #AI产品 @朝朝AI工坊 3天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,ai能够替换你素材中任何东西 Higgsfield 插件适用于 Adobe Premiere Pro 和 After Effects，可以让你在素材中绕着物体画一圈，然后用 AI 完全替换掉它们。从加入飘浮文字到改变实体物体、创造不可能的镜头，让创作者对自己的真实世界视频拥有完全的创作控制。它可以直接通过 Higgsfield 插件区免费安装。#ai #动画 #vibecoding大赏 #创作者扶持计划,https://www.douyin.com/video/7650745292790238510,,GitHunter,2026-06-13,119,,,,119.0,59.5,工具测评,内容/创作、插件、设计系统/视觉,,设计/创作者、开发者,免费工具、几小时上线、平台大赛,,弱,,平台活动内容,content_marketing,内容和营销创作,课程/内容、小游戏/互动,,表达创意,设计/创作者、开发者,0.62,00:47 119 ai能够替换你素材中任何东西 Higgsfield 插件适用于 Adobe Premiere Pro 和 After Effects，可以让你在素材中绕着物体画一圈，然后用 AI 完全替换掉它们。从加入飘浮文字到改变实体物体、创造不可能的镜头，让创作者对自己的真实世界视频拥有完全的创作控制。它可以直接通过 Higgsfield 插件区免费安装。#ai #动画 #vibecoding大赏 #创作者扶持计划 @GitHunter 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,上一期知乐用codex做了一个录课摄像头插件，没想到粉丝厚爱，给小孩哥很大的鼓励，AI 时代对小朋友太友好了。还有个小亮点就是了他不是一手交钱，一手交货，而是让买家决定这个插件值不值钱 #aI#三年级,https://www.douyin.com/video/7650865982399265521,,辣妈行动西西,2026-06-14,3327,,,,3327.0,3327.0,真案例,插件、创意实验/好玩项目,Codex,,几小时上线,只有噱头,中,,信息密度低,dev_productivity,开发提效/编程技巧,,Codex,,,0.7,00:31 3327 上一期知乐用codex做了一个录课摄像头插件，没想到粉丝厚爱，给小孩哥很大的鼓励，AI 时代对小朋友太友好了。还有个小亮点就是了他不是一手交钱，一手交货，而是让买家决定这个插件值不值钱 #aI#三年级 @辣妈行动西西 1天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,PS创成式填充Ai生成插件——渝色Ai 我们自己的Ai修图插件 #Ai修图,https://www.douyin.com/video/7650495094247738643,,昀达传媒,2026-06-13,10,,,,10.0,5.0,真案例,插件,,,几小时上线,有结果,强,,,content_marketing,内容和营销创作,,,,,0.45,02:27 10 PS创成式填充Ai生成插件——渝色Ai 我们自己的Ai修图插件 #Ai修图 @昀达传媒 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,【教程】AI游戏角色NPC一键创建 #ai插件 #godot游戏开发 #nanobanana #ai像素人物,https://www.douyin.com/video/7650758379580722438,,bimelona,2026-06-13,50,,,,50.0,25.0,教程,插件、游戏/互动,NanoBanana,,几小时上线,可复刻,中,,,creative_game_visual,创意可视化/小游戏,小游戏/互动、课程/内容,NanoBanana,学习入门、表达创意,,0.7,05:30 50 【教程】AI游戏角色NPC一键创建 #ai插件 #godot游戏开发 #nanobanana #ai像素人物 @bimelona 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,五个必装codex插件 #vibecoding大赏 #codex #ai #提效,https://www.douyin.com/video/7651126048746212659,,南多知,2026-06-14,67,,,,67.0,67.0,工具测评,插件,Codex,,几小时上线、平台大赛、效率提升,,弱,,平台活动内容,dev_productivity,开发提效/编程技巧,,Codex,工作提效,,0.7,02:48 67 五个必装codex插件 #vibecoding大赏 #codex #ai #提效 @南多知 1天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,obsidian AI节点插件 #obsidian #obsidian插件推荐 #obsidian插件obsidian使用教程,https://www.douyin.com/video/7649670220168078498,,JZBJ.,2026-06-11,243,,,,243.0,60.75,工具测评,插件,,,,可复刻,弱,,,learning_tutorial,教程/课程/方法论,课程/内容,,学习入门,,0.95,合集 02:14 243 obsidian AI节点插件 #obsidian #obsidian插件推荐 #obsidian插件obsidian使用教程 @JZBJ. 4天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,AI插件制作 使用AI制作CAD插件程序，完美解决了设计师制作插件的困难，让每个设计师都能根据自己的需求制作插件#AI #智能体 #CAD #CAD插件 #CAD插件分享,https://www.douyin.com/video/7651283696992963855,,工程插件研发阿泽,2026-06-15,11,,,,11.0,11.0,真案例,AI agent、插件,,设计/创作者,几小时上线,有结果,强,,,content_marketing,内容和营销创作,,,,设计/创作者,0.45,00:50 11 AI插件制作 使用AI制作CAD插件程序，完美解决了设计师制作插件的困难，让每个设计师都能根据自己的需求制作插件#AI #智能体 #CAD #CAD插件 #CAD插件分享 @工程插件研发阿泽 14小时前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,关于老板自己用ai做了个交易的插件 ai居然还能这么玩！#ai项目 #vibecoding #AI #AI人工智能 #交易系统,https://www.douyin.com/video/7647527211028794676,,赛博美羊羊和村长,2026-06-08,137,,,,137.0,19.57,真案例,插件,,,,有结果,强,,,content_marketing,内容和营销创作,,,,,0.45,合集 00:40 137 关于老板自己用ai做了个交易的插件 ai居然还能这么玩！#ai项目 #vibecoding #AI #AI人工智能 #交易系统 @赛博美羊羊和村长 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,我用 AI，开发了一个差分对插件，做大板爽飞了 用 vibecoding 做个插件，提升一下画板效率 #vibecoding #vibecoding大赏 #ai新星计划@抖音科技,https://www.douyin.com/video/7650532557007958382,,海洋湃,2026-06-13,32,,,,32.0,16.0,真案例,插件、运营工具,,,平台大赛、几小时上线、效率提升,有结果,强,,平台活动内容,content_marketing,内容和营销创作,,,工作提效,,0.45,00:41 32 我用 AI，开发了一个差分对插件，做大板爽飞了 用 vibecoding 做个插件，提升一下画板效率 #vibecoding #vibecoding大赏 #ai新星计划@抖音科技 @海洋湃 2天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,新手也能上手，AI 帮你玩转 Blender 3D 建模 还在熬夜看教程、手动调参数建模？现在用 Trae 搭配 Blender MCP 插件，动口就能完成建模、贴材质、打灯光！ 全程仅 3 步完成插件安装配置，Windows 系统实操演示，零基础也能轻松上手。 完整图文教程已整理好，想要的朋友评论区留言哦～ #Blender #AI #程序员的日常 #vibe氛围 #AI编程,https://www.douyin.com/video/7649780447702011163,,骑着小黑码,2026-06-11,1439,,,,1439.0,359.75,工具测评,3D建模/渲染、设计系统/视觉、插件,Blender、Trae,设计/创作者、开发者、零基础用户,完整流程,可复刻,弱,,,creative_game_visual,创意可视化/小游戏,3D建模/渲染、AI Agent/工作流、课程/内容,Blender、Trae,学习入门、表达创意,设计/创作者、开发者、零基础用户,0.65,03:54 1439 新手也能上手，AI 帮你玩转 Blender 3D 建模 还在熬夜看教程、手动调参数建模？现在用 Trae 搭配 Blender MCP 插件，动口就能完成建模、贴材质、打灯光！ 全程仅 3 步完成插件安装配置，Windows 系统实操演示，零基础也能轻松上手。 完整图文教程已整理好，想要的朋友评论区留言哦～ #Blender #AI #程序员的日常 #vibe氛围 #AI编程 @骑着小黑码 4天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,Obsidian工作台，用节点编辑AI工作流 #obsidian #obsidian插件#obsidian插件,https://www.douyin.com/video/7647881094914174824,,JZBJ.,2026-06-08,1250,,,,1250.0,178.57,教程,插件、自动化流程,,,效率提升,可复刻,中,,,workflow_automation,工作流和运营自动化,AI Agent/工作流,,工作提效,,0.95,合集 01:04 1250 Obsidian工作台，用节点编辑AI工作流 #obsidian #obsidian插件#obsidian插件 @JZBJ. 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,工艺单的终极形态、真实质感大片get!#ps教程 #ai插件 #鞋设计师 #教程分享,https://www.douyin.com/video/7651225349132614885,,PS+AI鞋设计实战经验学习分享,2026-06-15,11,,,,11.0,11.0,教程,插件、求职/学习工具,,设计/创作者,几小时上线,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,,学习入门,设计/创作者,0.95,00:30 11 工艺单的终极形态、真实质感大片get!#ps教程 #ai插件 #鞋设计师 #教程分享 @PS+AI鞋设计实战经验学习分享 18小时前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,这个 Codex 插件，能帮你少做 80% 网页端重复操作 #ai#ai学习#codex#智能体#ai实操,https://www.douyin.com/video/7648916000578030882,,鑫大Ai,2026-06-09,1175,,,,1175.0,195.83,教程,AI agent、插件、求职/学习工具、网站,Codex,,,,中,,,dev_productivity,开发提效/编程技巧,网站,Codex,,,0.7,03:14 1175 这个 Codex 插件，能帮你少做 80% 网页端重复操作 #ai#ai学习#codex#智能体#ai实操 @鑫大Ai 6天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,如何用可灵生成视频 #AI #漫剧 #漫剧制作 #原创漫剧 #短剧制作,https://www.douyin.com/video/7650748403667832104,,AI漫剧制作,2026-06-14,2,,,,2.0,2.0,教程,内容/创作,Kling,设计/创作者,几小时上线,,中,,,content_marketing,内容和营销创作,课程/内容,Kling,,设计/创作者,0.45,07:10 2 如何用可灵生成视频 #AI #漫剧 #漫剧制作 #原创漫剧 #短剧制作 @AI漫剧制作 1天前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,我用AI复刻百万博主变装视频 #可灵 #可灵AI #变装视频 #AI教程 #AI还可以这样玩,https://www.douyin.com/video/7648253586924637450,,🍊橙以零.ai,2026-06-08,626,,,,626.0,89.43,教程,内容/创作,Kling,设计/创作者,,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,Kling,学习入门,设计/创作者,0.95,合集 01:16 626 我用AI复刻百万博主变装视频 #可灵 #可灵AI #变装视频 #AI教程 #AI还可以这样玩 @🍊橙以零.ai 1周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,可灵AI首次亮相戛纳｜《House of David》 AI深度嵌入好莱坞工业级制作流。《House of David》是好莱坞第一个公开谈论AI视频生成技术用于制作流程的工业级制作。它在全球范围内超4400万次观看，刚上线就进入亚马逊的全球剧集前十，一度在Prime Video美国平台上荣登榜首。 在剧集中，可灵AI与真人拍摄无缝协同，规模化产出高质量镜头，稳定匹配好莱坞高标准交付。这标志着AI正式进入全球顶级影视工业化体系，成为高效、可靠的制片新基建。 #可灵AI #戛纳电影节 #戛纳电影市场,https://www.douyin.com/video/7642327851001236772,,可灵AI,2026-05-25,660,,,,660.0,31.43,真案例,内容/创作、自动化流程,Kling,设计/创作者,完整流程,有结果,强,,,content_marketing,内容和营销创作,课程/内容,Kling,,设计/创作者,0.45,合集 07:08 660 可灵AI首次亮相戛纳｜《House of David》 AI深度嵌入好莱坞工业级制作流。《House of David》是好莱坞第一个公开谈论AI视频生成技术用于制作流程的工业级制作。它在全球范围内超4400万次观看，刚上线就进入亚马逊的全球剧集前十，一度在Prime Video美国平台上荣登榜首。 在剧集中，可灵AI与真人拍摄无缝协同，规模化产出高质量镜头，稳定匹配好莱坞高标准交付。这标志着AI正式进入全球顶级影视工业化体系，成为高效、可靠的制片新基建。 #可灵AI #戛纳电影节 #戛纳电影市场 @可灵AI 3周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,本视频由 #即梦AI Seedance2.0 制作 如果人类进入到二级文明，地球会发生怎么样的变化？#即梦AI成片有点东西 #Seedance20 #地球online #探索宇宙 #AI创作浪潮计划,https://www.douyin.com/video/7642741076649987382,,老艾论,2026-05-25,26.9万,,,,269000.0,12809.52,教程,内容/创作,即梦,设计/创作者,,,中,,,content_marketing,内容和营销创作,课程/内容,即梦,,设计/创作者,0.45,合集 10:00 26.9万 本视频由 #即梦AI Seedance2.0 制作 如果人类进入到二级文明，地球会发生怎么样的变化？#即梦AI成片有点东西 #Seedance20 #地球online #探索宇宙 #AI创作浪潮计划 @老艾论 3周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
douyin,豆包被告了！还是自己给自己写起诉书！事后豆包“反思”称：给自己挖了个完美闭环的坑，有点气，并友情提醒：AI的回答真的不能直接当“标准答案”用！#豆包 #AI #闪电主播说 #媒体精选计划,https://www.douyin.com/video/7644920473008033062,,闪电新闻,2026-06-01,8.3万,,,,83000.0,5928.57,失败复盘,,豆包,,失败复盘,,弱,,,content_marketing,内容和营销创作,,豆包,,,0.45,01:01 8.3万 豆包被告了！还是自己给自己写起诉书！事后豆包“反思”称：给自己挖了个完美闭环的坑，有点气，并友情提醒：AI的回答真的不能直接当“标准答案”用！#豆包 #AI #闪电主播说 #媒体精选计划 @闪电新闻 2周前,csv:data\radar_cover_backfill_xhs_2026-05-16_2026-06-15.csv
